"","Date","Infl_f","BOT_f","Yield_f","FER_f","Int_f","PrimeRate_f","GDPG_f","CA_f","FDI_f","Country","Exchange"
"498",2012-07-01,2.4,-3246,1.66,99265.9,0.5,1.5,-0.2,-14856,16556,"uk",0.431685732786531
"499",2012-08-01,2.6,-1129,1.4,98987.3,0.5,1.5,0.222548854784283,-15171.0757788722,17099.1376898323,"uk",0.426330150068213
"500",2012-09-01,2.5,-3867,1.64,100944,0.5,1.5,0.74645575796038,-15614.2549791857,17387.5300349054,"uk",0.418480080348175
"501",2012-10-01,2.2,-2500,1.72,103157,0.5,1.5,1,-15980,15224,"uk",0.418375031378127
"502",2012-11-01,2.7,-2350,1.86,103854,0.5,1.5,0.740303476411255,-16142.9490190399,9534.92220681463,"uk",0.414301694493931
"503",2012-12-01,2.7,-3600,1.77,104210,0.5,1.5,0.239858502847877,-16298.44332869,3740.87790471884,"uk",0.418655279243071
"504",2013-01-01,2.7,-2530,1.82,103972,0.5,1.5,-0.1,-16722,2386,"uk",0.427240878407246
"505",2013-02-01,2.7,-1415,2.09,104749,0.5,1.5,0.00512612845958496,-17470.0170338572,8283.28459402031,"uk",0.439579761747769
"506",2013-03-01,2.8,-2414,1.97,101761,0.5,1.5,0.37188800842589,-17722.4161504989,17321.1805684415,"uk",0.449640287769784
"507",2013-04-01,2.8,-2703,1.76,103392,0.5,1.5,0.7,-16440,23657,"uk",0.431518080607577
"508",2013-05-01,2.4,-2211,1.67,101238,0.5,1.5,0.768821639380034,-13206.1680307166,23129.9023800671,"uk",0.418935902806871
"509",2013-06-01,2.7,-2727,2.01,101337,0.5,1.5,0.676293167152265,-10094.7068841293,18306.4368585524,"uk",0.411658159064713
"510",2013-07-01,2.9,-352,2.44,100782,0.5,1.5,0.6,-9802,13435,"uk",0.413513625273953
"511",2013-08-01,2.8,-3661,2.54,102832,0.5,1.5,0.667735462168426,-14026.8293617949,11492.6244042298,"uk",0.403926162297532
"512",2013-09-01,2.7,-3896,2.78,103418,0.5,1.5,0.808124508150236,-20477.5711277986,10370.8868121639,"uk",0.394088669950739
"513",2013-10-01,2.7,-4303,2.72,105000,0.5,1.5,0.9,-25865,6690,"uk",0.388168620448723
"514",2013-11-01,2.2,-4025,2.62,106015,0.5,1.5,0.856532808242558,-27707.0330406223,-1555.69629328264,"uk",0.395163202402592
"515",2013-12-01,2.1,-3954,2.77,106845,0.5,1.5,0.728245837283828,-26750.1567528246,-10875.3544775784,"uk",0.402625115754721
"516",2014-01-01,2,-2072,3.03,106247,0.5,1.5,0.6,-24548,-16404,"uk",0.404465296877528
"517",2014-02-01,1.9,-4307,2.71,105858,0.5,1.5,0.539466638194677,-22443.11254979,-14805.542934803,"uk",0.411997363216875
"518",2014-03-01,1.7,-3663,2.72,108125,0.5,1.5,0.545558809381119,-20933.727786829,-8859.43186481336,"uk",0.424394177311887
"519",2014-04-01,1.6,-1997,2.74,110884,0.5,1.5,0.6,-20307,-2874,"uk",0.42645741822679
"520",2014-05-01,1.8,-2645,2.67,107265,0.5,1.5,0.681896935275032,-20776.5167602179,-6.39122676479656,"uk",0.425260472039124
"521",2014-06-01,1.5,-3221,2.57,107265,0.5,1.5,0.759889295562068,-22261.598766526,1191.00786275775,"uk",0.417571404710205
"522",2014-07-01,1.9,-2995,2.67,111781,0.5,1.5,0.8,-24608,3317,"uk",0.409668168783286
"523",2014-08-01,1.6,-4258,2.74,110748,0.5,1.5,0.781093768853345,-27533.0796685978,8047.0708048251,"uk",0.408129948575626
"524",2014-09-01,1.5,-3453,2.37,110417,0.5,1.5,0.733402526889128,-30240.6178878076,13363.4374508194,"uk",0.409048144966663
"525",2014-10-01,1.2,-3386,2.43,107248,0.5,1.5,0.7,-31806,16325,"uk",0.389241368572652
"526",2014-11-01,1.3,-2552,2.24,109774,0.5,1.5,0.708542804126403,-31620.4238246501,15111.9228222792,"uk",0.382789771857296
"527",2014-12-01,1,-1406,1.92,111157,0.5,1.5,0.725019115399939,-30338.337089651,12389.4275191499,"uk",0.38311240517968
"528",2015-01-01,0.5,-2486,1.75,107216,0.5,1.5,0.7,-28930,11944,"uk",0.381956380581338
"529",2015-02-01,0.3,-1230,1.36,108998,0.5,1.5,0.603253533159562,-28102.6324402091,16268.6453134655,"uk",0.384068825133464
"530",2015-03-01,0,-2939,1.78,113860,0.5,1.5,0.481335826325932,-27511.2930128478,22682.4450651738,"uk",0.389029371717565
"531",2015-04-01,0,-3093,1.57,122383,0.5,1.5,0.4,-26548,27211,"uk",0.395788807092535
"532",2015-05-01,-0.1,-1202,1.88,123228,0.5,1.5,0.404368989161275,-24657.3797478469,26138.6070349698,"uk",0.401074880680223
"533",2015-06-01,0.1,-1270,1.8,125450,0.5,1.5,0.457044986703741,-21494.490858958,16784.3477757105,"uk",0.401670951156812
"534",2015-07-01,0,-885,2.024,122936,NA,1.5,0.5,-16767,-3273.99999999999,"uk",0.404956669636349
"535",2015-08-01,0.1,-4575,1.882,125620,NA,1.5,0.490381621306448,-10182.5738376395,-36458.658514384,"uk",0.410745091596155
"536",2015-09-01,0,-3160,1.962,128022,NA,1.5,0.446039782414659,-1448.87903854325,-85191.8499896638,"uk",0.413479429398387
"537",2015-10-01,-0.1,-979,1.762,129700,NA,1.5,0.4,9726.41773062214,-151895.796648062,"uk",0.413428146188192
"538",2015-11-01,-0.1,-3507,1.922,131322,NA,1.5,0.382252673761081,23635.64980319,-238992.720711799,"uk",0.413445239178071
"539",2015-12-01,0.1,-4031,1.825,NA,NA,1.5,0.410647735489477,40571.1505124937,-348904.8444031,"uk",0.413582033996443
"540",2016-01-01,0.2,-2709,1.96,NA,NA,NA,0.5,60825.2531918664,-484054.389944185,"uk",0.413445239178071
"541",2016-02-01,NA,NA,1.56,NA,NA,NA,0.665124282107467,84690.2911746417,-646863.579557276,"uk",0.413599139713789
"542",2016-03-01,NA,NA,1.403,NA,NA,NA,0.920835396626691,112458.597794153,-839754.635464597,"uk",0.415662149804639
