"","Date","Infl_f","BOT_f","Yield_f","FER_f","Int_f","1Y_Yield","GDPG_f","CA_f","FDI_f","Exchange","Country"
"362",2001-03-01,7.09,-563.96,NA,361917000,NA,-0.992149953063437,-5471.96356940717,4714780.71073814,2406.62150778334,9.7108,"mexico"
"363",2001-04-01,7.17,-621.87,NA,361083000,NA,-1,-4785.16,3557920,2166.10187879882,9.599,"mexico"
"364",2001-05-01,7.11,-839.74,NA,357002000,NA,-0.761023465424229,-4289.85334324663,2699080.36266422,1942.1968545915,9.3276,"mexico"
"365",2001-06-01,6.95,-608.49,NA,357062000,NA,-0.404552697046494,-3936.23857685903,2947473.35585616,1734.31229216138,9.1475,"mexico"
"366",2001-07-01,6.57,-325.99,NA,351316000,NA,-0.1,-3594.23,5178200,1541.85404850847,9.0881,"mexico"
"367",2001-08-01,5.88,-555.42,NA,355486000,NA,0.0236657794035303,-3207.43508226858,9666194.94357974,1364.22798063276,9.1682,"mexico"
"368",2001-09-01,5.93,-660.94,11.24,358994000,NA,-0.000750369861698491,-3014.23397500858,14285727.3473187,1200.83994553426,9.1332,"mexico"
"369",2001-10-01,6.14,-453.1,11.99,374825000,NA,-0.1,-3326.7,16310900,1051.09580021297,9.4253,"mexico"
"370",2001-11-01,5.89,-1076.24,10.94,374960000,NA,-0.215121133671374,-4294.96521656794,13954830.9741279,914.401401668874,9.3391,"mexico"
"371",2001-12-01,5.39,-1677.47,10.64,371369000,NA,-0.344297675358564,-5421.39663421778,9186699.47709131,790.162606901986,9.225,"mexico"
"372",2002-01-01,4.4,-1286.97,10.14,374848000,NA,-0.5,-6046.42,4914700,677.785272912304,9.1574,"mexico"
"373",2002-02-01,4.79,-579.65,9.98,381489000,NA,-0.670588652125442,-5715.19442183005,3337985.60435292,576.675256699826,9.1636,"mexico"
"374",2002-03-01,4.79,-568.18,9.84,384646000,NA,-0.747984854629971,-4791.81245108327,3819543.63320496,486.238415264552,9.105,"mexico"
"375",2002-04-01,4.66,-296.49,9.88,380734000,NA,-0.6,-3845.1,5013320,405.880605606483,9.064,"mexico"
"376",2002-05-01,4.7,-569.02,9.3,387802000,NA,-0.154376109678711,-3315.10894796373,5824742.90475667,335.007684725619,9.1649,"mexico"
"377",2002-06-01,4.68,-533.43,9.19,401641000,NA,0.421422279063633,-3126.79504293063,6165169.69379255,273.025509621959,9.5099,"mexico"
"378",2002-07-01,4.94,-394.64,10.09,425383000,NA,0.9,-3076.34,6197440,219.339937295504,9.7671,"mexico"
"379",2002-08-01,5.51,-494.35,10.28,428043000,NA,1.10661160935881,-3019.31534187057,6085536.10995375,173.356824746253,9.7792,"mexico"
"380",2002-09-01,5.29,-573.54,9.96,438786000,NA,1.07711055319025,-3048.85182163866,5998010.92495816,134.482028974207,9.8389,"mexico"
"381",2002-10-01,4.95,-489.97,10.86,461446000,NA,0.9,-3317.47,6104560,102.121406979366,10.0708,"mexico"
"382",2002-11-01,4.94,-820.42,10.78,459360000,NA,0.657559301873118,-3885.82746233176,6474957.84061353,75.6808157617287,10.0941,"mexico"
"383",2002-12-01,5.39,-1167.54,10.12,459013000,NA,0.407172545212385,-4447.12989273694,6779294.75452296,54.5661123212966,10.1952,"mexico"
"384",2003-01-01,5.7,-1145.62,9.53,500920000,NA,0.2,-4602.72,6587740,38.183153658069,10.2251,"mexico"
"385",2003-02-01,5.16,-8.62,10.19,539239000,NA,0.0779659979635367,-4093.20666065423,5662354.74981436,25.937796772046,10.6223,"mexico"
"386",2003-03-01,5.52,285.27,10.29,555099000,NA,0.046051117812058,-3216.26342222837,4532767.83472777,17.2358986632276,10.9447,"mexico"
"387",2003-04-01,5.64,-414.57,9.87,560898000,NA,0.1,-2408.83,3920500,11.4833163316138,10.9053,"mexico"
"388",2003-05-01,5.25,-806.13,8.97,553434000,NA,0.219465595161624,-1999.2621913476,4289326.86383275,8.0859067772046,10.5887,"mexico"
"389",2003-06-01,4.7,-521.31,8.36,553805000,NA,0.319734094650494,-1881.58012205327,5072043.53619557,6.449527,10.2528,"mexico"
"390",2003-07-01,4.27,-319.12,8.23,557305000,NA,0.3,-1841.22,5443700,5.980034,10.5028,"mexico"
"391",2003-08-01,4.13,-684,8.91,544691000,NA,0.110838288056633,-1722.16124062204,4850028.53559539,6.060893,10.4581,"mexico"
"392",2003-09-01,4.04,-389.13,8.56,568802000,NA,-0.0916541630807021,-1602.55608955857,3819490.61308252,6.097961,10.783,"mexico"
"393",2003-10-01,4.04,-355.93,8.18,573985000,NA,-0.1,-1619.1,3151230,5.921921,10.9229,"mexico"
"394",2003-11-01,3.96,-607.45,8.13,592918000,NA,0.226070141500731,-1857.23951283091,3453560.10489679,5.789311,11.1796,"mexico"
"395",2003-12-01,3.98,-932.18,8.57,631430000,NA,0.757993668783425,-2197.42551971247,4571472.90036323,6.523328,11.1494,"mexico"
"396",2004-01-01,3.98,-1026.2,8.66,645407000,NA,1.3,-2468.86,6159130,6.630096,11.2515,"mexico"
"397",2004-02-01,4.2,-161.16,8.27,647424000,NA,1.68488114594044,-2524.0395969432,7831545.48926189,5.767991,10.9203,"mexico"
"398",2004-03-01,4.53,-211.38,8.6,654249000,NA,1.859679487947,-2308.63960936933,9047143.34102012,6.480259,11.0319,"mexico"
"399",2004-04-01,4.23,-151.33,8.53,659864000,NA,1.8,-1791.63,9225200,6.085017,11.019,"mexico"
"400",2004-05-01,4.21,-698.61,9.55,666231000,NA,1.51218305251528,-1000.22358087776,8023507.56768528,6.72114,11.2701,"mexico"
"401",2004-06-01,4.29,92.76,10.14,671045000,NA,1.12551060165079,-194.604561328741,6053920.77259334,7.643425,11.5199,"mexico"
"402",2004-07-01,4.37,-513.66,10.62,681498000,NA,0.8,306.8,4166810,8.241674,11.3926,"mexico"
"403",2004-08-01,4.49,-831,10.19,659686000,NA,0.658979236591036,259.770957491269,3067978.31407107,8.380918,11.4678,"mexico"
"404",2004-09-01,4.82,-672.82,10.2,662901000,NA,0.679018846190589,-283.079182352744,2884959.49453244,8.486262,11.3953,"mexico"
"405",2004-10-01,5.06,-443.78,10.27,656141000,NA,0.8,-1194.93,3600720,8.644902,11.487,"mexico"
"406",2004-11-01,5.4,-610.72,NA,670846000,NA,0.96301111223169,-2328.63136019843,5083151.76862303,8.690174,11.4037,"mexico"
"407",2004-12-01,5.43,-2351.54,NA,678726000,NA,1.11396956914241,-3455.71426481584,6739848.65668431,8.977707,11.371,"mexico"
"408",2005-01-01,5.19,-2257.81,NA,685653000,NA,1.2,-4327.38,7863330,8.524341,11.2012,"mexico"
"409",2005-02-01,4.54,-1146.46,NA,692600000,NA,1.17045779596369,-4737.31699817904,7954468.68551088,9.142107,11.2627,"mexico"
"410",2005-03-01,4.27,-573,NA,689515000,NA,0.983621395758283,-4649.16227690243,7347551.80465625,9.571244,11.1373,"mexico"
"411",2005-04-01,4.39,-157.79,NA,690132000,NA,0.6,-4069.04,6585220,9.995271,11.1552,"mexico"
"412",2005-05-01,4.6,-634.63,NA,672912000,NA,0.0440465928024547,-3060.35361004839,6093110.89674084,10.22423,11.1121,"mexico"
"413",2005-06-01,4.6,10.8,NA,660812000,NA,-0.404010707731099,-1915.62366461148,5828850.05061662,9.491341,10.9764,"mexico"
"414",2005-07-01,4.33,-53.83,NA,665625000,NA,-0.4,-984.65,5633060,9.405144,10.8197,"mexico"
"415",2005-08-01,4.47,-721.34,NA,629242000,NA,0.257059536530199,-543.539672738525,5400510.32011835,9.471957,10.6724,"mexico"
"416",2005-09-01,3.95,-636.56,NA,657478000,NA,1.19538439812908,-573.628620207187,5242558.733618,9.122425,10.6862,"mexico"
"417",2005-10-01,3.51,-330.11,8.6,678046000,NA,1.9,-982.559999999999,5324710,8.678487,10.7858,"mexico"
"418",2005-11-01,3.05,-679.49,8.93,702635000,9.25,2.00178933515082,-1654.30510640492,5747315.97093389,8.837614,10.8354,"mexico"
"419",2005-12-01,2.91,-1456.51,8.6,708790000,9,1.71506570780738,-2378.14778048569,6350116.86676321,8.447066,10.6715,"mexico"
"420",2006-01-01,3.33,-1207.6,8.24,730253000,8.25,1.4,-2919.7,6907700,7.867982,10.6266,"mexico"
"421",2006-02-01,3.94,694.28,8.21,702890000,7.75,1.3357831228665,-3099.46767941957,7243090.6109609,7.58466,10.5422,"mexico"
"422",2006-03-01,3.75,230.54,7.84,703995000,7.5,1.47768610397472,-2957.53248007227,7373065.651181,7.445218,10.4842,"mexico"
"423",2006-04-01,3.41,-191.75,8.49,735171000,7.25,1.7,-2588.87,7362840,7.545682,10.7493,"mexico"
"424",2006-05-01,3.2,257.35,8.54,783102000,7,1.88100409930909,-2093.89158332421,7236046.40003734,7.41762,11.0489,"mexico"
"425",2006-06-01,3,-83.55,9.12,854232000,7,1.91493061703447,-1594.7515584845,6849989.04703132,7.526419,11.0908,"mexico"
"426",2006-07-01,3.18,-325.7,9.09,887612000,7,1.7,-1219.04,6020390,7.567556,11.3934,"mexico"
"427",2006-08-01,3.06,-362.93,8.53,847504000,7,1.19575603545268,-1061.71339469098,4681024.15926013,7.495886,10.983,"mexico"
"428",2006-09-01,3.47,-779.22,8.21,718181000,7,0.607035872331858,-1087.19387858231,3237877.79032334,7.397803,10.8735,"mexico"
"429",2006-10-01,4.09,-1480.66,8.24,739891000,7,0.2,-1227.27,2214990,7.508462,10.9888,"mexico"
"430",2006-11-01,4.29,-1317.53,7.9,740186000,7,0.15819398110242,-1454.73817124519,2051903.25921845,7.413015,10.8854,"mexico"
"431",2006-12-01,4.09,-1612.2,7.7,764790000,7,0.334703671415879,-1906.42626051958,2850173.49537902,7.303204,10.9133,"mexico"
"432",2007-01-01,4.05,-1161.82,7.4,731725000,7,0.5,-2760.17,4626860,7.226395,10.8546,"mexico"
"433",2007-02-01,3.98,-1677.52,7.9,748471000,7,0.49739396606357,-4068.55243884678,7199158.72979199,7.547312,10.9559,"mexico"
"434",2007-03-01,4.11,-398.54,7.99,770339000,7,0.461556849412033,-5383.1458941542,9584812.30223466,7.537453,10.9951,"mexico"
"435",2007-04-01,4.21,-377.64,7.56,763379000,7,0.6,-6130.27,10601700,7.302834,11.1144,"mexico"
"436",2007-05-01,3.99,-759.32,7.71,759531000,7.25,1.03000793242108,-5902.20318447879,9515639.22902101,7.552322,10.9802,"mexico"
"437",2007-06-01,3.95,-721.9,7.55,746844000,7.25,1.50795781982488,-4955.05905175252,7384199.88827491,7.500218,10.8221,"mexico"
"438",2007-07-01,3.98,-826.72,7.7,754968000,7.25,1.7,-3710.91,5712890,7.500562,10.833,"mexico"
"439",2007-08-01,4.14,-694.84,7.7,777314000,7.25,1.38998171165952,-2555.09556397881,5601146.57634621,7.584139,10.8146,"mexico"
"440",2007-09-01,4.03,-1061.54,7.8,784351000,7.25,0.832537797214387,-1726.02382476165,6524122.58911012,7.601107,11.0438,"mexico"
"441",2007-10-01,3.79,-638.03,7.89,800449000,7.25,0.4,-1425.37,7550900,7.659629,11.0319,"mexico"
"442",2007-11-01,3.74,-1560.86,7.9,808435000,7.5,0.365620776496384,-1768.91567071708,7962557.42855713,7.732078,10.8214,"mexico"
"443",2007-12-01,3.93,-820.99,NA,843439000,7.5,0.606335435762019,-2528.86787142309,7888160.12565497,7.843077,10.8811,"mexico"
"444",2008-01-01,3.76,-535.79,NA,851324000,7.5,0.9,-3391.54,7668770,7.839622,10.8463,"mexico"
"445",2008-02-01,3.7,-1763.54,NA,865840000,7.5,1.05864629346605,-4082.68990130103,7581177.0427586,7.592868,10.9057,"mexico"
"446",2008-03-01,3.72,-1122.92,7.48,872868000,7.5,1.03100934862643,-4485.8532080645,7645083.57493667,7.521126,10.7679,"mexico"
"447",2008-04-01,4.25,1238.64,7.43,894892000,7.5,0.8,-4524.01,7815920,7.495451,10.7328,"mexico"
"448",2008-05-01,4.55,-1088.22,7.93,891425000,7.5,0.381275531120884,-4183.77398333805,8020045.14114921,7.82259,10.5146,"mexico"
"449",2008-06-01,4.95,-12.41,8.14,874340000,7.5,-0.0785209784158749,-3706.29337039297,8067531.50052427,7.81753,10.4381,"mexico"
"450",2008-07-01,5.26,235.61,9.24,883002000,7.5,-0.4,-3396.35,7739380,8.441623,10.3269,"mexico"
"451",2008-08-01,5.39,-1214.62,8.95,784824000,7.75,-0.454118788319962,-3501.44120238379,6933961.28153347,8.763277,10.2094,"mexico"
"452",2008-09-01,5.57,-2277.48,8.45,829847000,8,-0.313221731259224,-4039.92627332657,6019124.86741071,8.631787,10.1154,"mexico"
"453",2008-10-01,5.47,-2935.27,8.42,914887000,8.25,-0.1,-4972.88,5480090,8.422624,10.6633,"mexico"
"454",2008-11-01,5.78,-3292.3,8.91,980587000,8.25,0.0166811036404442,-6164.0537997194,5640606.39938359,8.165404,12.6593,"mexico"
"455",2008-12-01,6.23,-2959.25,9.14,1111050000,8.25,-0.316740244695376,-7087.90561037482,6178545.69649957,8.44018,13.1186,"mexico"
"456",2009-01-01,6.53,-2068.86,7.96,1181860000,8.25,-1.5,-7121.57,6610310,7.891854,13.4167,"mexico"
"457",2009-02-01,6.28,-1707.14,7.78,1196730000,8.25,-3.65334636698256,-5877.71285799789,6582560.89870995,6.83472,13.8839,"mexico"
"458",2009-03-01,6.2,-548.51,8.56,1206500000,7.75,-5.77907654921853,-3911.12535924824,6262997.90214656,7.579865,14.6066,"mexico"
"459",2009-04-01,6.04,-36.35,7.82,1115950000,7.5,-6.6,-2012.13,5949580,6.242351,14.6466,"mexico"
"460",2009-05-01,6.17,168.54,7.76,1063930000,6.75,-5.26625859867318,-838.415509029792,5840300.74651736,5.535752,13.4035,"mexico"
"461",2009-06-01,5.98,449.69,7.99,996101000,6,-2.63732392880087,-517.135545224833,5733291.95417345,5.128232,13.1895,"mexico"
"462",2009-07-01,5.74,-168.25,8.18,977126000,5.25,-1.77635683940025e-15,-1042.81,5326720,5.061384,13.3414,"mexico"
"463",2009-08-01,5.44,-1238.59,8.12,968066000,4.75,1.63689928019381,-2282.30288366072,4436054.63373912,5.00252,13.3623,"mexico"
"464",2009-09-01,5.08,-668.55,8.16,1016710000,4.5,2.37652041257017,-3591.85468207465,3345979.09597444,5.141415,13.0063,"mexico"
"465",2009-10-01,4.89,-879.04,7.91,1027100000,4.5,2.6,-4200.05,2458480,5.328116,13.406,"mexico"
"466",2009-11-01,4.5,236.76,8.02,1048920000,4.5,2.61495777419425,-3587.11554891991,2092018.86667432,5.370867,13.2275,"mexico"
"467",2009-12-01,3.86,-129.43,7.87,1058230000,4.5,2.43494598222391,-2239.84646721729,2230956.84711396,5.050214,13.1115,"mexico"
"468",2010-01-01,3.57,-160.53,8.01,1186880000,4.5,2,-896.68,2776130,5.056974,12.8622,"mexico"
"469",2010-02-01,4.46,-444.17,7.8,1204120000,4.5,1.32178814154773,-130.01232806704,3632314.71437843,4.894696,12.8096,"mexico"
"470",2010-03-01,4.83,422.8,7.6,1207030000,4.5,0.698510473349024,151.924625017908,4720048.7007549,5.089293,12.9396,"mexico"
"471",2010-04-01,4.97,393.23,7.62,1179820000,4.5,0.5,206.94,5963810,5.011132,12.5673,"mexico"
"472",2010-05-01,4.27,80.51,7.44,1194400000,4.5,0.942334104059285,250.928564891775,7214331.16470087,4.897754,12.2396,"mexico"
"473",2010-06-01,3.92,172.48,7.3,1265910000,4.5,1.62656767993556,332.127596775294,8027362.79431088,4.844608,12.7262,"mexico"
"474",2010-07-01,3.69,-336.41,6.89,1301940000,4.5,2,456.86,7884910,4.774246,12.7102,"mexico"
"475",2010-08-01,3.64,-1030.3,6.53,1326070000,4.5,1.68665321999291,578.79658701846,6515476.9231144,4.790759,12.8038,"mexico"
"476",2010-09-01,3.68,-697.82,6.34,1407120000,4.5,1.01744102913098,440.999802695733,4633563.82570526,4.748656,12.766,"mexico"
"477",2010-10-01,3.76,-523.01,6.11,1364710000,4.5,0.5,-266.12,3200170,4.677335,12.7977,"mexico"
"478",2010-11-01,4.02,-787.72,6.04,1365370000,4.5,0.50364560856167,-1681.19120926191,2939786.32802671,4.572909,12.4393,"mexico"
"479",2010-12-01,4.32,-84.69,6.8,1385930000,4.5,0.844408944281275,-3258.9971779286,3630870.0510162,4.652431,12.3376,"mexico"
"480",2011-01-01,4.4,-173.56,6.96,1402870000,4.5,1.2,-4283.36,4815370,4.759958,12.3902,"mexico"
"481",2011-02-01,3.78,142.45,7.21,1445970000,4.5,1.31950508650115,-4243.60026848933,6057881.46848248,4.692501,12.128,"mexico"
"482",2011-03-01,3.57,310.08,7.47,1475930000,4.5,1.23751578633652,-3451.03257246283,7013585.59985955,4.697122,12.0649,"mexico"
"483",2011-04-01,3.04,1455.97,7.51,1461260000,4.5,1.06,-2422.47,7360310,4.854619,11.9963,"mexico"
"484",2011-05-01,3.36,607.18,7.28,1450130000,4.5,0.8861118232115,-1623.26586492891,6900904.83508042,4.792274,11.7059,"mexico"
"485",2011-06-01,3.25,537.91,6.95,1483790000,4.5,0.787750132594882,-1312.93438407193,5938310.51250857,4.67671,11.6542,"mexico"
"486",2011-07-01,3.28,94,6.86,1516360000,4.5,0.83,-1699.53,4900490,4.747445,11.8055,"mexico"
"487",2011-08-01,3.55,-1182.12,6.62,1573630000,4.5,1.04012169472692,-2839.01516068391,4151576.22823288,4.587842,11.6741,"mexico"
"488",2011-09-01,3.42,-828.58,5.93,1690260000,4.5,1.29407627587655,-4178.98433569388,3800381.97973581,4.393957,12.2366,"mexico"
"489",2011-10-01,3.14,-1870.32,6.15,1903790000,4.5,1.43,-5014.94,3891890,4.523701,13.0637,"mexico"
"490",2011-11-01,3.2,-531.04,6.18,1851550000,4.5,1.33414213862156,-4863.32127011322,4403612.47421027,4.380396,13.4379,"mexico"
"491",2011-12-01,3.48,-196.96,6.78,1924790000,4.5,1.08520402315818,-4124.31382870808,5043179.34632595,4.41848,13.6955,"mexico"
"492",2012-01-01,3.82,51.93,6.51,1987190000,4.5,0.81,-3419.04,5450750,4.639705,13.7746,"mexico"
"493",2012-02-01,4.5,-267.41,5.93,1929230000,4.5,0.62182826930537,-3206.05198108542,5373374.98603715,4.577341,13.3829,"mexico"
"494",2012-03-01,3.87,498.18,6.36,1907610000,4.5,0.579922446305543,-3293.62146058489,4985669.52384927,4.571321,12.7833,"mexico"
"495",2012-04-01,3.73,1472.51,6.35,1924780000,4.5,0.73,-3327.45,4569140,4.564794,12.7523,"mexico"
"496",2012-05-01,3.41,418.68,6.13,2005110000,4.5,1.06928552489771,-3043.84858332288,4354274.98904853,4.601071,13.0559,"mexico"
"497",2012-06-01,3.85,333.61,6.14,2215190000,4.5,1.40103211754557,-2541.56588450791,4367491.81753622,4.561068,13.6199,"mexico"
"498",2012-07-01,4.34,615.08,5.42,2109640000,4.5,1.48,-2009.96,4584190,4.585136,13.9193,"mexico"
"499",2012-08-01,4.42,-409.64,5.11,2127430000,4.5,1.15510370517788,-1652.88405599342,4912924.68739836,4.569114,13.3638,"mexico"
"500",2012-09-01,4.57,-981.81,5.44,2138620000,4.5,0.651875009438093,-1732.17129767978,4994873.5763762,4.540358,13.1793,"mexico"
"501",2012-10-01,4.77,210.04,5.34,2083340000,4.5,0.29,-2524.15,4404370,4.61109,12.9235,"mexico"
"502",2012-11-01,4.6,-1624.99,5.5,2126640000,4.5,0.302151506242615,-4138.90519270343,2920614.11320988,4.711049,12.8976,"mexico"
"503",2012-12-01,4.18,-1247.43,5.46,2108580000,4.5,0.572949326183535,-6021.54892477299,1142273.35844046,4.66155,13.0639,"mexico"
"504",2013-01-01,3.57,1001.51,5.29,2120110000,4.5,0.9,-7450.95,-127118,4.556283,12.8651,"mexico"
"505",2013-02-01,3.25,-2854.41,5.03,2103530000,4.5,1.09740138096277,-7912.27035837805,-143251.510608239,4.364227,12.6964,"mexico"
"506",2013-03-01,3.55,25.43,4.97,2120100000,4,1.04521657471665,-7715.84448470976,1601278.02689901,4.198795,12.7249,"mexico"
"507",2013-04-01,4.25,1710.25,4.88,2063850000,4,0.64,-7378.3,5554650,4.083339,12.5,"mexico"
"508",2013-05-01,4.65,-1358.4,4.54,2044920000,4,-0.123979252315903,-7288.32115156214,11563472.892186,3.811697,12.2061,"mexico"
"509",2013-06-01,4.63,-460.29,5.36,2139840000,4,-0.86159340282793,-7322.81869194353,17068071.5710006,4.014127,12.2993,"mexico"
"510",2013-07-01,4.09,920.1,5.81,2169540000,3,-1.09,-7230.76,18907200,4.027149,12.9636,"mexico"
"511",2013-08-01,3.47,-1399.03,5.88,2173100000,4,-0.509632519847302,-6838.48170204005,15118197.9418641,4.012338,12.7615,"mexico"
"512",2013-09-01,3.46,-224.9,6.3,2277510000,4,0.445971851409882,-6281.79741418279,8532748.35576543,4.002377,12.912,"mexico"
"513",2013-10-01,3.39,651.33,6.07,2267280000,3.75,1.16,-5773.89,3181120,3.656863,13.0553,"mexico"
"514",2013-11-01,3.36,-134.76,6.03,2265060000,3.5,1.18917599837178,-5506.7216699073,2044566.82183917,3.601859,12.9916,"mexico"
"515",2013-12-01,3.62,315.47,6.11,2309370000,NA,0.784372663855068,-5587.37202169568,3908283.52445625,3.623403,13.0597,"mexico"
"516",2014-01-01,3.97,1625.62,6.45,2309660000,3.5,0.37,-6101.7,6508450,3.664312,13.0099,"mexico"
"517",2014-02-01,4.48,-3181.56,6.65,2402090000,3.5,0.269965563397226,-7057.1760627752,8001214.40040887,3.650632,13.222,"mexico"
"518",2014-03-01,4.23,918.21,6.28,2394140000,3.5,0.406167122799476,-8147.71672125669,8222597.91677995,3.663193,13.2928,"mexico"
"519",2014-04-01,3.76,948.97,6.18,2385910000,3.5,0.6,-8988.85,7428590,3.630398,13.1929,"mexico"
"520",2014-05-01,3.5,509.58,6.16,2435400000,3.5,0.708369155446724,-9251.01963454745,5923115.57652536,3.618198,13.0669,"mexico"
"521",2014-06-01,3.51,131.81,5.84,2421260000,3.5,0.730218104206286,-8824.33220438865,4201841.47509063,3.606554,12.933,"mexico"
"522",2014-07-01,3.75,423.73,5.69,2468860000,3,0.7,-7653.81,2808370,3.064209,12.9932,"mexico"
"523",2014-08-01,4.07,-979.88,5.8,2517330000,3,0.650631888889951,-5816.8039175535,2165753.66386007,3.007078,12.9914,"mexico"
"524",2014-09-01,4.15,-1123,5.72,2504290000,3,0.608886386301306,-3919.97927600352,2214845.81248715,3.010368,13.1436,"mexico"
"525",2014-10-01,4.22,590,6.11,2560100000,3,0.6,-2702.33,2775950,3.154379,13.237,"mexico"
"526",2014-11-01,4.3,143,5.89,2583830000,3,0.637251437141619,-2710.10025079409,3673864.58284919,3.117908,13.4795,"mexico"
"527",2014-12-01,4.17,-1076,5.77,2678110000,3,0.686088202440343,-3718.53513604171,4751367.12681261,3.174797,13.6148,"mexico"
"528",2015-01-01,4.08,254,5.83,2848610000,3,0.7,-5310.13,5855730,3.215872,14.5205,"mexico"
"529",2015-02-01,3.07,-3248,5.24,2937900000,3,0.64851051069172,-7068.75693112199,6825725.04178022,3.139995,14.6972,"mexico"
"530",2015-03-01,3,558,5.64,2927340000,3,0.565279322455841,-8583.79499464444,7466121.9765587,3.358786,14.917,"mexico"
"531",2015-04-01,3.14,479.8,5.9,2978910000,3,0.5,-9446,7573190,3.620002,15.2375,"mexico"
"532",2015-05-01,3.06,-85.3,5.93,3002660000,3,0.490928742313722,-9392.68017286609,7045490.06484475,3.389999,15.1943,"mexico"
"533",2015-06-01,2.88,-1017,5.99,2982490000,3,0.530572285514072,-8747.35340389906,6190750.15213778,3.49159,15.2796,"mexico"
"534",2015-07-01,2.87,-749,6.06,3019590000,3,0.6,-7980.09,5418990,3.519996,15.4792,"mexico"
"535",2015-08-01,2.74,-2267,6.05,3066870000,3,0.680367112645985,-7531.64978482106,5119770.99513708,3.609141,15.9515,"mexico"
"536",2015-09-01,2.59,-2800,6.069,3113230000,3,0.753172276228614,-7725.55064901859,5600821.11859387,3.695481,16.534,"mexico"
"537",2015-10-01,2.52,-1419.94,6.059,3049790000,3,0.8,-8856,7149410,3.604994,16.8387,"mexico"
"538",2015-11-01,2.48,-1443.87,6.004,177125,3,0.802417621917153,-11217.2052451727,10052807.2689851,3.529996,16.5697,"mexico"
"539",2015-12-01,2.21,-1568.79,6.22,172678,3,0.741923794756659,-15103.3737919441,14598282.5551788,3.599997,16.6306,"mexico"
"540",2016-01-01,2.13,-927,6.277,177597,3.25,0.6,-20808.7130477216,21073105.4882107,3.628771,17.0696,"mexico"
"541",2016-02-01,2.61,NA,6.036,NA,NA,0.358127719128657,-28627.4304199126,29764545.6977105,3.510004,18.0648,"mexico"
"542",2016-03-01,NA,NA,6.052,NA,3.25,-0.0022115663758876,-38853.7333159245,40959872.8133077,4.10219,18.6328,"mexico"
