"","Date","Infl_f","BOT_f","FER_f","Int_f","1Y_Yield","GDPG_f","CA_f","Exchange","Country"
"284",2014-09-01,0.4,8036,337765,0.15,0.224792105033655,30.3604811547414,-0.03,0.751032669921142,"europe"
"285",2014-10-01,0.3,18295.8,329372,0.05,0.3,32.9,-0.08,0.775855380557064,"europe"
"286",2014-11-01,0.4,23973.8,330113,0.05,0.345924916646523,35.1929731855749,-0.04,0.788830164865504,"europe"
"287",2014-12-01,0.3,20000,329322,0.05,0.37281391782711,36.3293174151428,-0.02,0.801731740559609,"europe"
"288",2015-01-01,-0.2,24347.4,327643,0.05,0.4,35.2,-0.1,0.811095790412848,"europe"
"289",2015-02-01,-0.6,7950.4,328993,0.05,0.440272800473254,31.3542196959143,-0.16,0.86095566078347,"europe"
"290",2015-03-01,-0.3,21209.5,333274,0.05,0.480248519954203,26.9741010365393,-0.21,0.881057268722467,"europe"
"291",2015-04-01,-0.1,23400,330953,0.05,0.5,24.9,-0.25,0.924299842869027,"europe"
"292",2015-05-01,0,24941.5,330743,0.05,0.485576474053055,27.0153332159529,-0.26,0.924043614858621,"europe"
"293",2015-06-01,0.3,18182,325528,0.05,0.446932743096818,31.3757599201813,-0.25,0.895495656846064,"europe"
"294",2015-07-01,0.2,25313.1,330337,0.05,0.4,35.08,-0.27,0.89078923926599,"europe"
"295",2015-08-01,0.2,31134.9,320222,0.05,0.358162044055268,35.9881511439776,-0.27,0.909338910611985,"europe"
"296",2015-09-01,0.1,10968.1,322688,0.05,0.324613100251117,35.0058222456983,-0.25,0.897988505747127,"europe"
"297",2015-10-01,-0.1,19950.7,332253,0.05,0.3,33.8,-0.27,0.890551251224508,"europe"
"298",2015-11-01,0.1,23989.8,324595,0.05,0.285479053429576,33.8853955414699,-0.34,0.89063056644104,"europe"
"299",2015-12-01,0.2,23716.5,323777,0.05,0.284244485528342,36.1676177636921,-0.41,0.93222709051925,"europe"
"300",2016-01-01,0.2,24281.7,333872,0.05,0.3,41.4,-0.39,0.918357975939021,"europe"
"301",2016-02-01,0.4,NA,NA,0.05,0.336449300548255,50.3358755837269,-0.46,0.921234454168586,"europe"
"302",2016-03-01,NA,NA,NA,NA,0.397296090876809,63.728577848206,-0.5,0.897102359379205,"europe"
