"","Date","Infl_f","BOT_f","FER_f","Int_f","GDPG_f","CA_f","Exchange","Country"
"267",2013-04-01,1.7,21831.3,326561,0.75,-0.2,24.33,0.772021925422682,"europe"
"268",2013-05-01,1.2,13882,327104,0.75,0.0298463904595864,27.0744513037559,0.767754318618042,"europe"
"269",2013-06-01,1.4,14390.3,324640,0.5,0.258864112406204,30.7036516010283,0.770238003543095,"europe"
"270",2013-07-01,1.6,15550.4,324941,0.5,0.4,31.11,0.757747973024172,"europe"
"271",2013-08-01,1.6,17640.6,325869,0.5,0.394882924502384,25.8001206129669,0.764058679706601,"europe"
"272",2013-09-01,1.3,7163.2,327812,0.5,0.299869905579811,18.7375375686791,0.751089079164789,"europe"
"273",2013-10-01,1.1,10743.5,332537,0.5,0.2,15.5,0.74827895839569,"europe"
"274",2013-11-01,0.7,16402.7,332091,0.5,0.160992281901249,19.7539551332653,0.732815477062876,"europe"
"275",2013-12-01,0.9,16513.2,329834,0.25,0.171285894904182,27.5206425686996,0.741234897338967,"europe"
"276",2014-01-01,0.8,13693.4,331239,0.25,0.2,32.91,0.72950102130143,"europe"
"277",2014-02-01,0.8,70.5,337926,0.25,0.220407207151878,31.7255403354534,0.734322220590395,"europe"
"278",2014-03-01,0.7,14446.4,338987,0.25,0.22239392221087,26.5450773417075,0.731796560556165,"europe"
"279",2014-04-01,0.5,16058.5,338196,0.25,0.2,21.64,0.723170378941279,"europe"
"280",2014-05-01,0.7,14924.7,339784,0.25,0.153675185787535,20.3005501915877,0.724112961622013,"europe"
"281",2014-06-01,0.5,14685.3,340214,0.25,0.10950878662271,21.8923813978037,0.727855011281753,"europe"
"282",2014-07-01,0.5,16007.9,340247,0.15,0.1,24.8,0.735564545788893,"europe"
"283",2014-08-01,0.4,21183.7,337201,0.15,0.146373531179463,27.6907774167143,0.738934456513707,"europe"
"284",2014-09-01,0.4,8036,337765,0.15,0.224756116483476,30.363545215226,0.751032669921142,"europe"
"285",2014-10-01,0.3,18295.8,329372,0.05,0.3,32.9,0.775855380557064,"europe"
"286",2014-11-01,0.4,23973.8,330113,0.05,0.346015874679799,35.1852290304439,0.788830164865504,"europe"
"287",2014-12-01,0.3,20000,329322,0.05,0.372948228924866,36.3178821857366,0.801731740559609,"europe"
"288",2015-01-01,-0.2,24347.4,327643,0.05,0.4,35.2,0.811095790412848,"europe"
"289",2015-02-01,-0.6,7950.4,328993,0.05,0.439933340471712,31.383121276325,0.86095566078347,"europe"
"290",2015-03-01,-0.3,21209.5,333274,0.05,0.479747264113357,27.0167778936793,0.881057268722467,"europe"
"291",2015-04-01,-0.1,23400,330953,0.05,0.5,24.9,0.924299842869027,"europe"
"292",2015-05-01,0,24941.5,330743,0.05,0.486843356025945,26.9074710494414,0.924043614858621,"europe"
"293",2015-06-01,0.3,18607.9,325528,0.05,0.448803455362448,31.2164877210275,0.895495656846064,"europe"
"294",2015-07-01,0.2,26256.9,330337,0.05,0.4,35.08,0.89078923926599,"europe"
"295",2015-08-01,0.2,31303.3,320222,0.05,0.353433976165247,36.3906982296132,0.909338910611985,"europe"
"296",2015-09-01,0.1,10804.8,322688,0.05,0.317631507029445,35.6002341851734,0.897988505747127,"europe"
"297",2015-10-01,-0.1,20520,332253,0.05,0.3,33.8,0.890551251224508,"europe"
"298",2015-11-01,0.1,24115.7,NA,0.05,0.30794686248432,31.9534397358095,0.89063056644104,"europe"
"299",2015-12-01,0.2,23600,NA,0.05,0.348879501889812,30.5122051679083,0.93222709051925,"europe"
"300",2016-01-01,0.2,NA,NA,0.05,0.430205325623884,29.8,0.918357975939021,"europe"
"301",2016-02-01,0.4,NA,NA,0.05,0.559331741093943,30.1405279357884,0.921234454168586,"europe"
"302",2016-03-01,NA,NA,NA,NA,0.743666155707396,31.8574926789772,0.906207521522429,"europe"
