"","Date","Infl_f","BOT_f","Yield_f","FER_f","Int_f","1Y_Yield_f","GDPG_f","CA_f","FDI_f","Exchange","Country"
"199",1987-08-01,4.3,2710,11.96,53013,NA,-8040.12417032469,0.929022514518099,4182.21526614909,10.1,1.5365,"sweden"
"200",1987-09-01,5,-2140,12.13,52575,NA,-7725.41709864581,-0.646187633412445,4404.90741427316,10.23,1.5364,"sweden"
"201",1987-10-01,5,1960,12,52692,NA,-7419.02175069909,-1.78,4741.85345617158,10.34,1.5029,"sweden"
"202",1987-11-01,5.1,1930,11.61,52492,NA,-7120.82701537343,-2.0813491053867,5176.83040364374,10.04,1.494,"sweden"
"203",1987-12-01,5.4,990,11.84,51183,NA,-6830.72178155772,-1.85742932544972,5693.615268489,10.06,1.3825,"sweden"
"204",1988-01-01,5.1,3130,11.65,50288,NA,-6548.59493814084,-1.59,6275.98506250673,9.79,1.3304,"sweden"
"205",1988-02-01,4.7,830,11.47,50129,NA,-6274.33537401168,-1.59547794482316,6907.71679749631,10.04,1.3466,"sweden"
"206",1988-03-01,5.2,860,11.17,53225,NA,-6007.83197805912,-1.5289098796035,7572.58748525712,9.83,1.3916,"sweden"
"207",1988-04-01,5.4,3490,11.28,52948,NA,-5748.97363917207,-0.88,8254.37413758852,9.96,1.3863,"sweden"
"208",1988-05-01,6.1,3200,11.58,55017,NA,-5497.6492462394,0.603260884679327,8936.85376628988,10.8,1.3823,"sweden"
"209",1988-06-01,6.4,2060,11.47,62411,NA,-5253.74768815001,2.13973551053037,9603.80338316058,10.4,1.4111,"sweden"
"210",1988-07-01,6.9,4500,11.26,54443,NA,-5017.15785379279,2.69,10239,10.53,1.4629,"sweden"
"211",1988-08-01,6.1,2890,11.49,52311,NA,-4787.76863205662,1.57021218388363,10827.4807804046,10.74,1.5343,"sweden"
"212",1988-09-01,5.8,-3140,11.5,52800,NA,-4565.46891183039,-0.481143273629104,11359.3234951593,10.97,1.5837,"sweden"
"213",1988-10-01,5.6,3130,11.54,55387,NA,-4350.147582003,-2.37,11825.8660668461,10.97,1.5764,"sweden"
"214",1988-11-01,5.9,1820,11.1,52761,NA,-4141.69353146333,-3.23633184243606,12218.4464180469,10.9,1.5372,"sweden"
"215",1988-12-01,5.8,3130,11.08,53265,NA,-3939.99564910026,-3.15627352712507,12528.4024713438,11.09,1.4675,"sweden"
"216",1989-01-01,6,1620,10.75,53737,NA,-3744.9428238027,-2.44,12747.0721493188,10.95,1.4799,"sweden"
"217",1989-02-01,6.6,2190,10.37,52154,NA,-3556.42394445952,-1.41266259191715,12865.7933745538,10.57,1.5619,"sweden"
"218",1989-03-01,6.4,2850,10.81,48334,NA,-3374.32789995962,-0.459318173426167,12875.904069631,11.34,1.574,"sweden"
"219",1989-04-01,6.4,2610,10.98,49560,NA,-3198.54357919189,0.02,12768.7421571321,11.73,1.611,"sweden"
"220",1989-05-01,6.4,1570,11.13,54092,NA,-3028.95987104521,-0.261165938043466,12535.6455596394,11.73,1.6469,"sweden"
"221",1989-06-01,6.5,710,10.94,52722,NA,-2865.46566440847,-1.13497229768878,12167.9521997347,11.63,1.729,"sweden"
"222",1989-07-01,6.6,4390,11.28,57550,NA,-2707.94984817057,-2.32,11657,11.59,1.7089,"sweden"
"223",1989-08-01,6.1,730,11.16,62035,NA,-2556.30131122038,-3.60230328553861,11005.9721446399,11.63,1.6281,"sweden"
"224",1989-09-01,6.3,-2890,10.98,67685,NA,-2410.40894244681,-5.03782967285576,10265.4328643489,11.62,1.6605,"sweden"
"225",1989-10-01,6.4,3200,11,73881,NA,-2270.16163073874,-6.75,9497.79165144419,11.72,1.6866,"sweden"
"226",1989-11-01,6.5,-50,11.48,72073,NA,-2135.44826498505,-8.72221351239468,8765.45799824274,11.92,1.6302,"sweden"
"227",1989-12-01,6.5,470,12.65,62717,NA,-2006.15773407464,-10.3777830849623,8130.84139706168,12.93,1.6189,"sweden"
"228",1990-01-01,6.6,200,12.69,60700,NA,-1882.17892689639,-11,7656.35134021808,13.1,1.5686,"sweden"
"229",1990-02-01,8.4,1510,13.1,63751,NA,-1763.4007323392,-10.1003241463641,7404.39732002904,13.76,1.5175,"sweden"
"230",1990-03-01,8.2,1160,13.61,62324,NA,-1649.71203929196,-8.10288983914701,7437.38882881163,14.75,1.4879,"sweden"
"231",1990-04-01,10.7,2530,13.77,65720,NA,-1541.00173664354,-5.66,7817.73535888293,15,1.5133,"sweden"
"232",1990-05-01,10.1,1380,13.71,78978,NA,-1437.15871328285,-3.48204545770435,8607.84640256004,14.2,1.4866,"sweden"
"233",1990-06-01,10.2,1390,13.24,76414,NA,-1338.07185809876,-2.5117686695608,9870.13145216004,13.67,1.4198,"sweden"
"234",1990-07-01,9.8,4560,12.67,76757,NA,-1243.63005998018,-3.75,11667,13.25,1.425,"sweden"
"235",1990-08-01,10.8,-80,12.81,75657,NA,-1153.72220781598,-7.64779031911478,14026.5889743691,13.38,1.3924,"sweden"
"236",1990-09-01,11.1,-1870,13.39,69390,NA,-1068.23719049506,-12.4570725196468,16839.9450474449,14.01,1.3076,"sweden"
"237",1990-10-01,11.5,1710,13.43,72262,NA,-987.063896906305,-15.88,19963.8423273772,14.59,1.3069,"sweden"
"238",1990-11-01,11.2,-20,13.2,87260,NA,-910.091215938604,-16.2416080806514,23255.0549223155,14.94,1.2818,"sweden"
"239",1990-12-01,11.4,3080,12.57,101982,NA,-837.208036480847,-14.3584597703705,26570.3569404095,14.9,1.2569,"sweden"
"240",1991-01-01,10.9,640,12.08,103752,NA,-768.303247421921,-11.67,29766.5224898089,13.9,1.2814,"sweden"
"241",1991-02-01,10.4,1670,11.39,117822,NA,-703.265737650717,-9.31318476568716,32700.3256786633,12.9,1.2714,"sweden"
"242",1991-03-01,13.1,2870,11.19,116030,NA,-641.984396056122,-7.21501432479723,35228.5406151225,12.16,1.2685,"sweden"
"243",1991-04-01,10.5,3810,11.49,114739,NA,-584.348111527026,-5,37207.9414073361,12.4,1.3918,"sweden"
"244",1991-05-01,10.7,3770,11.31,108089,NA,-530.245772952318,-2.61231952326665,38495.3021634538,12.62,1.4399,"sweden"
"245",1991-06-01,10.1,1040,10.42,131294,NA,-479.566269220887,-1.27481626377394,38947.3969916252,11.11,1.4574,"sweden"
"246",1991-07-01,10.1,7250,10.69,139095,NA,-432.198489221621,-2.53,38421,11.14,1.5297,"sweden"
"247",1991-08-01,9.1,1550,10.77,130153,NA,-388.03132184341,-7.11235195606104,36828.5064486244,11.18,1.5481,"sweden"
"248",1991-09-01,8.2,-1350,10.48,119145,NA,-346.953655975141,-12.5242391386255,34304.7962051305,10.91,1.5201,"sweden"
"249",1991-10-01,8.1,2590,9.96,112943,NA,-308.854380505705,-15.46,31040.3702890471,10.56,1.4803,"sweden"
"250",1991-11-01,7.8,2440,10.03,108826,NA,-273.62238432399,-13.6908652450818,27225.7297199028,10.84,1.4781,"sweden"
"251",1991-12-01,7.9,3560,9.96,82265,NA,-241.146556318885,-9.29563458913138,23051.3755172264,11.3,1.4348,"sweden"
"252",1992-01-01,7.9,2340,9.89,99747,NA,-211.315785379279,-5.43,18707.8087005464,12.29,1.3855,"sweden"
"253",1992-02-01,5.2,3670,9.42,121305,NA,-184.01896039406,-4.4838166932414,14385.5302893917,11.73,1.4039,"sweden"
"254",1992-03-01,2.4,3930,9.38,133403,NA,-159.144970252118,-5.78359287521933,10275.0413032908,11.73,1.4561,"sweden"
"255",1992-04-01,2.5,3350,9.38,136672,NA,-136.582703842342,-7.89,6566.84276177254,11.69,1.5094,"sweden"
"256",1992-05-01,2.2,2570,9.48,135235,NA,-116.22105005362,-9.65090501898963,3451.43568436552,11.75,1.5194,"sweden"
"257",1992-06-01,2.2,2630,9.27,139260,NA,-97.9488977748413,-11.0629568729543,1119.32109059845,11.48,1.4907,"sweden"
"258",1992-07-01,2.1,3720,9.59,135003,NA,-81.6551358948947,-12.41,-238.999999999985,11.84,1.425,"sweden"
"259",1992-08-01,1.9,5700,10.01,128516,NA,-67.2286533026692,-13.811452119689,-490.217199422184,12.49,1.3347,"sweden"
"260",1992-09-01,2.1,-320,10.83,95172,NA,-54.5583388870536,-14.729024077408,270.217354255205,13.9,1.2966,"sweden"
"261",1992-10-01,2.5,1020,10.79,111963,NA,-43.5330815369368,-14.46,1889.66089143441,15.6,1.278,"sweden"
"262",1992-11-01,2.3,3610,10.62,165061,NA,-34.0417701412078,-12.6221753911434,4215.47064251769,12.36,1.3176,"sweden"
"263",1992-12-01,1.3,2520,10.03,127759,NA,-25.9732935887554,-10.1153912618582,7095.00383790728,10.49,1.4291,"sweden"
"264",1993-01-01,1.9,2710,9.88,163627,NA,-19.2165407684684,-8.16,10375.6177080054,9.43,1.4219,"sweden"
"265",1993-02-01,4.8,4090,10.18,171795,NA,-13.6604005692359,-7.6091055749968,13904.6694832144,9.59,1.4774,"sweden"
"266",1993-03-01,5,4140,9.61,171133,NA,-9.19376187994659,-7.84681828256662,17529.5163939364,8.86,1.5178,"sweden"
"267",1993-04-01,5,3660,9.71,163172,NA,-5.70551358948947,-7.89,21097.5156705737,9.27,1.5206,"sweden"
"268",1993-05-01,5.2,4640,9.33,168501,NA,-3.08454458675341,-7.01621712368425,24456.0245435286,8.6,1.4599,"sweden"
"269",1993-06-01,4.9,4150,8.98,161381,NA,-1.21974376062729,-5.54585412639384,27452.4002432033,8.02,1.4504,"sweden"
"270",1993-07-01,4.8,4570,8.38,180279,NA,0,-4.06,29934,7.62,1.4769,"sweden"
"271",1993-08-01,4.7,10060,8.08,178409,NA,0.685797806239571,-3.070840745081,31797.3681361014,7.38,1.5147,"sweden"
"272",1993-09-01,4.8,-600,7.59,185250,NA,0.948760769202534,-2.8149503970432,33135.7973408116,7.08,1.4966,"sweden"
"273",1993-10-01,4.2,5750,7.98,177243,NA,0.9,-3.46,34091.7673952152,7.03,1.4182,"sweden"
"274",1993-11-01,4.3,3890,7.47,178554,NA,0.66194192787232,-4.88893841451028,34807.7580803968,6.71,1.4432,"sweden"
"275",1993-12-01,4.9,4830,7.63,180416,NA,0.402274254576803,-5.84582576691484,35426.2491774408,6.68,1.4969,"sweden"
"276",1994-01-01,4.1,4830,6.99,175725,NA,0.3,-4.79,36089.7204674318,6.46,1.4634,"sweden"
"277",1994-02-01,1.6,7300,6.65,172647,NA,0.477545593382261,-0.849331522803826,36940.6517314544,6.64,1.4716,"sweden"
"278",1994-03-01,1.7,5940,7.33,179525,NA,0.831031101379142,4.17417939062849,38121.5227505932,6.77,1.4565,"sweden"
"279",1994-04-01,1.6,7080,7.98,159324,NA,1.2,7.81,39774.8133059325,7.01,1.4292,"sweden"
"280",1994-05-01,1.6,5990,8.56,161035,NA,1.45380162452456,8.27182006128114,42043.0031785571,7.4,1.4383,"sweden"
"281",1994-06-01,2.1,5020,9.41,175069,6.95,1.58100874731404,6.51021931551198,45068.5721495514,7.33,1.4125,"sweden"
"282",1994-07-01,2.4,7080,9.97,184985,6.95,1.6,4.16,48994,8.09,1.3727,"sweden"
"283",1994-08-01,2.6,9120,10.7,176276,6.92,1.52947013074171,2.54131053693854,53895.1653726092,8.54,1.3239,"sweden"
"284",1994-09-01,2.6,-440,11.29,185996,6.92,1.38937835380915,1.71568408806434,59581.5423565724,9.24,1.3184,"sweden"
"285",1994-10-01,2.6,5330,11.33,175719,7.2,1.2,1.43,65796.0039027046,9.56,1.2892,"sweden"
"286",1994-11-01,2.4,6160,10.96,174112,7.2,0.994984519175263,1.56293779096471,72281.4229618211,9.28,1.2648,"sweden"
"287",1994-12-01,2.3,5750,11.01,183869,7.4,0.861477837449346,2.52037766556401,78780.6724847369,9.24,1.2956,"sweden"
"288",1995-01-01,2.5,8140,10.9,177963,7.4,0.9,4.84,85036.6254222672,9.39,1.3289,"sweden"
"289",1995-02-01,2.5,8000,10.99,179673,7.6,1.15725845922391,8.74693829920261,90792.1547252271,9.2,1.2863,"sweden"
"290",1995-03-01,2.6,9400,10.7,181717,7.6,1.46471029639346,13.216138583013,95790.1333444317,9,1.2715,"sweden"
"291",1995-04-01,2.6,10800,11.52,189191,7.9,1.6,16.91,99773.4342306962,9.8,1.1709,"sweden"
"292",1995-05-01,2.9,6500,11.23,191169,8.2,1.40931497726245,18.7985682714841,102484.930334836,9.64,1.1384,"sweden"
"293",1995-06-01,2.8,9800,10.53,191209,8.41,1.01301431031014,19.0824754097915,103667.494607665,9.43,1.1693,"sweden"
"294",1995-07-01,2.6,13200,11,199998,8.41,0.6,18.27,103064,10.07,1.1588,"sweden"
"295",1995-08-01,2.5,6900,10.39,196610,8.66,0.327703853948518,16.8213812074536,100517.752202166,9.74,1.1556,"sweden"
"296",1995-09-01,2.3,4400,10.23,203563,8.91,0.227676906810423,15.0047005185617,96273.7878625286,9.63,1.1962,"sweden"
"297",1995-10-01,2.1,10800,9.36,202896,8.91,0.3,13.04,90677.5763689663,9.1,1.1868,"sweden"
"298",1995-11-01,2.2,10000,9.2,181699,8.91,0.528017755091625,11.2740550468496,84074.5871093559,8.8,1.1453,"sweden"
"299",1995-12-01,2.2,10600,8.75,178402,8.91,0.828129914300021,10.5605743678135,76810.2894715745,8.72,1.1437,"sweden"
"300",1996-01-01,2.1,6800,8.43,171320,8.91,1.1,11.88,69230.1528434994,8.2,1.1631,"sweden"
"301",1996-02-01,1.6,11200,8.31,171976,8.45,1.24541031087017,15.659435642185,61679.6466130076,7.5,1.1818,"sweden"
"302",1996-03-01,1.3,9600,8.83,168442,8.45,1.17461825080431,20.1126316398139,54504.2401679763,7.21,1.1967,"sweden"
"303",1996-04-01,1.4,11300,8.57,155882,8.05,0.8,22.9,48049.4028962828,6.66,1.1959,"sweden"
"304",1996-05-01,1,10800,8.2,152635,7.4,0.112563223649931,22.3785727547809,42660.6041858041,6.19,1.218,"sweden"
"305",1996-06-01,0.8,11400,8.45,159850,6.9,-0.582158473072804,19.6918620358937,38683.3134244174,6.22,1.2539,"sweden"
"306",1996-07-01,0.5,13600,8.14,146024,6.5,-0.900000000000001,16.68,36463,5.86,1.2579,"sweden"
"307",1996-08-01,0.4,8300,8.33,152026,6.1,-0.591959501766185,14.7681251905432,36235.823503914,5.77,1.232,"sweden"
"308",1996-09-01,0.1,7900,8.08,142102,5.55,0.0503119377832033,13.7214016980928,37800.7043414616,5.28,1.2029,"sweden"
"309",1996-10-01,0,8600,7.36,144194,5.25,0.6,12.89,40847.2531214303,4.87,1.2343,"sweden"
"310",1996-11-01,-0.2,10000,7.3,148672,5.05,0.740459968599996,11.8807783348983,45065.0804526072,4.76,1.2586,"sweden"
"311",1996-12-01,-0.4,10900,6.97,135789,4.6,0.595725536754805,11.32734598655,50143.7969437798,4.3,1.2752,"sweden"
"312",1997-01-01,-0.2,6900,6.7,140241,4.35,0.4,12.12,55773.0132037353,3.96,1.329,"sweden"
"313",1997-02-01,-0.1,9800,6.81,130332,4.1,0.344934442181018,14.7417244328268,61642.3398412611,4.16,1.3913,"sweden"
"314",1997-03-01,-0.2,10700,6.78,123798,4.1,0.451971100382761,18.0462513927442,67441.3874651445,4.2,1.4541,"sweden"
"315",1997-04-01,-0.3,9900,7.26,120364,4.1,0.7,20.48,72859.7666841728,4.36,1.4634,"sweden"
"316",1997-05-01,-0.1,12400,7.24,114157,4.1,1.0427652256389,20.955657267128,77587.0881071332,4.48,1.4618,"sweden"
"317",1997-06-01,0.1,11300,7.05,118013,4.1,1.33342709875119,20.2509817758065,81312.9623428132,4.45,1.4331,"sweden"
"318",1997-07-01,0.6,13200,6.63,112407,4.1,1.4,19.61,83727,4.44,1.4424,"sweden"
"319",1997-08-01,0.6,11600,6.37,102787,4.1,1.15067132193006,19.9167576097725,84669.6019303268,4.54,1.4824,"sweden"
"320",1997-09-01,1.1,6900,6.6,101005,4.1,0.814320504612492,20.6153770595855,84584.3299568102,4.54,1.5128,"sweden"
"321",1997-10-01,1.5,13000,6.14,109393,4.1,0.7,20.79,84065.5361453127,4.61,1.4702,"sweden"
"322",1997-11-01,1.5,13200,6.36,116233,4.1,0.998993931085295,19.8565715530413,83707.5725616967,4.89,1.4516,"sweden"
"323",1997-12-01,1.5,10000,6.22,103904,4.1,1.43151310502107,18.5582507265923,84104.7912718248,4.98,1.4069,"sweden"
"324",1998-01-01,1.6,9700,5.97,90988,4.1,1.6,17.97,85851.5443415593,5.01,1.4393,"sweden"
"325",1998-02-01,0.7,8700,5.6,89732,4.35,1.24964925002505,18.7680672891733,89542.1838367627,4.75,1.4748,"sweden"
"326",1998-03-01,0.6,12500,5.48,78329,4.35,0.696664112340278,20.0338422562676,95771.0618232975,4.6,1.4631,"sweden"
"327",1998-04-01,0.3,11700,5.31,82954,4.35,0.4,20.45,105132.530367026,4.74,1.4901,"sweden"
"328",1998-05-01,0.1,10300,5.37,103679,4.35,0.669075735481159,19.1789370680433,118220.941533811,4.73,1.5051,"sweden"
"329",1998-06-01,0.3,9700,5.08,107781,4.35,1.21516377895115,17.3019358038929,135630.647389515,4.44,1.479,"sweden"
"330",1998-07-01,0,13700,4.98,106248,4.35,1.6,16.38,157956,4.2,1.4949,"sweden"
"331",1998-08-01,-0.1,10600,4.91,110112,4.1,1.50738114138364,17.4628511053202,185490.135672927,4.2,1.5136,"sweden"
"332",1998-09-01,-0.6,6100,4.83,115613,4.1,1.10934743852177,19.5550811948274,217321.327683149,4.32,1.4933,"sweden"
"333",1998-10-01,-1.2,12900,4.75,130597,4.1,0.7,21.15,252236.633547319,4.29,1.4,"sweden"
"334",1998-11-01,-1,11700,4.67,127619,4.1,0.516214513799081,21.1578066588241,289023.110782087,3.97,1.3373,"sweden"
"335",1998-12-01,-1.1,10800,4.36,124234,4.1,0.565964985480282,20.1562579353161,326467.816904106,3.68,1.3852,"sweden"
"336",1999-01-01,-1.2,11400,4.17,136276,3.6,0.8,19.14,363357.809430028,3.53,1.3604,"sweden"
"337",1999-02-01,-0.2,10200,3.98,137311,3.4,1.14627932193855,18.8988852223464,398480.145876503,3.21,1.3856,"sweden"
"338",1999-03-01,-0.1,11100,4.4,142998,3.4,1.44160743437192,19.403590767612,430621.883760184,3.26,1.4272,"sweden"
"339",1999-04-01,0.1,12000,4.37,130172,3.15,1.5,20.42,458570.080597723,2.99,1.466,"sweden"
"340",1999-05-01,0.1,11700,4.17,133770,2.9,1.21348301326153,21.6677635629014,481111.79390577,2.92,1.4971,"sweden"
"341",1999-06-01,0.1,9600,4.6,140671,2.9,0.786123795550566,22.6816012164582,497034.081200979,3.13,1.5078,"sweden"
"342",1999-07-01,0.4,14900,5.04,137691,2.9,0.5,22.95,505124,3.45,1.5374,"sweden"
"343",1999-08-01,0.2,12000,5.33,141359,2.9,0.562751587978294,22.1982086741961,504553.405146484,3.61,1.5474,"sweden"
"344",1999-09-01,0.7,7000,5.51,152249,2.9,0.884267753796191,21.0985228850738,496033.340792074,3.53,1.5093,"sweden"
"345",1999-10-01,1,12700,5.75,150399,2.9,1.3,20.56,480659.648415412,3.98,1.5262,"sweden"
"346",1999-11-01,0.9,10500,5.75,149056,2.9,1.65402915334381,21.21532766624,459528.169495139,3.99,1.4896,"sweden"
"347",1999-12-01,0.9,11600,5.64,157797,2.9,1.82495333741282,22.5917146506538,433734.745509898,4.01,1.5543,"sweden"
"348",2000-01-01,1.3,9800,5.72,152987,3.25,1.7,23.94,404375.21793833,4.295,1.5841,"sweden"
"349",2000-02-01,0.4,7500,5.97,147479,3.25,1.24705772457239,24.6412214015845,372545.428259077,4.41,1.5903,"sweden"
"350",2000-03-01,0.9,11500,5.82,141005,3.25,0.756659637293269,24.5972111049034,339341.217950781,4.66,1.6348,"sweden"
"351",2000-04-01,1,14300,5.36,149744,3.75,0.6,23.84,305858.428492084,4.59,1.6636,"sweden"
"352",2000-05-01,0.7,11500,5.45,154337,3.75,1.00588809651479,22.4571941348293,273192.901361626,4.52,1.6657,"sweden"
"353",2000-06-01,1,12400,5.17,154267,3.75,1.63359329859929,20.7587001889919,242440.478038051,4.59,1.719,"sweden"
"354",2000-07-01,0.8,12600,5.27,147944,3.75,2,19.11,214697,4.68,1.642,"sweden"
"355",2000-08-01,0.8,9800,5.29,140907,3.75,1.76642692640549,17.9318539109501,190825.308555952,4.63,1.6519,"sweden"
"356",2000-09-01,0.9,5700,5.33,146939,3.75,1.17193013127254,17.866136287277,170756.24433374,4.59,1.7149,"sweden"
"357",2000-10-01,0.9,11100,5.24,149238,3.75,0.6,19.61,154187.647791034,4.53,1.7586,"sweden"
"358",2000-11-01,1,14200,5.18,155402,3.75,0.335811605270664,23.4535383695184,140817.359385504,4.3,1.7745,"sweden"
"359",2000-12-01,1.3,13100,4.99,157171,3.75,0.271278768903143,28.0586065137518,130343.219574819,4.48,1.7779,"sweden"
"360",2001-01-01,1,8100,4.74,155046,3.75,0.2,31.68,122463.068816651,4.31,1.6855,"sweden"
"361",2001-02-01,1.5,8000,4.73,152278,4,-0.0207844585992553,32.9562148331987,116874.747568669,4.08,1.6305,"sweden"
"362",2001-03-01,1.4,10400,4.86,162328,4,-0.279267429107334,32.060548768827,113276.096288542,4.11,1.6686,"sweden"
"363",2001-04-01,1.7,15000,4.74,166850,4,-0.4,29.55,111364.955433942,3.94,1.6908,"sweden"
"364",2001-05-01,2.6,9100,5.13,168807,4,-0.263784881984754,26.1378985939833,110839.165462538,4.175,1.7131,"sweden"
"365",2001-06-01,2.8,12100,5.42,160882,4,0.0235687253039689,23.1629021146441,111396.566832001,4.29,1.7528,"sweden"
"366",2001-07-01,2.7,16200,5.46,152465,4,0.3,22.12,112735,4.64,1.7856,"sweden"
"367",2001-08-01,2.7,9100,5.24,146431,4,0.449998060612346,23.9677463464237,114575.322435262,4.42,1.757,"sweden"
"368",2001-09-01,2.9,9200,5.11,141152,4.25,0.544251787150717,27.5189538837078,116730.459650742,4.36,1.6808,"sweden"
"369",2001-10-01,3,15200,5.31,142039,4.25,0.7,31.05,119036.354170451,3.85,1.6338,"sweden"
"370",2001-11-01,2.5,15500,4.92,148855,3.75,0.974903750646482,33.2237086129145,121328.948518401,3.69,1.6357,"sweden"
"371",2001-12-01,2.5,14200,5,156151,3.75,1.18831301498205,34.2486897579321,123444.185218602,3.88,1.6509,"sweden"
"372",2002-01-01,2.7,9800,5.34,157308,3.75,1.1,34.72,125218.006795066,3.95,1.6566,"sweden"
"373",2002-02-01,2.7,12400,5.35,157395,3.75,0.587423973838762,35.1266784611774,126486.355771804,4.17,1.6709,"sweden"
"374",2002-03-01,2.6,14200,5.42,171654,3.75,-0.00120755078263057,35.5336944919712,127085.174672827,4.34,1.697,"sweden"
"375",2002-04-01,2.7,13000,5.62,174743,3.75,-0.2,35.9,126850.406022147,4.68,1.6743,"sweden"
"376",2002-05-01,2.3,13200,5.58,169383,4,0.282807761405876,36.1429108757091,125617.992343775,4.68,1.6542,"sweden"
"377",2002-06-01,1.8,16500,5.58,183395,4.25,1.0424431140744,36.0131989408498,123223.876161722,4.795,1.5889,"sweden"
"378",2002-07-01,1.8,14900,5.39,179256,4.25,1.5,35.22,119504,4.65,1.5399,"sweden"
"379",2002-08-01,2,11100,5.19,177038,4.25,1.25541905461181,33.479455813764,114370.63318448,4.4,1.4718,"sweden"
"380",2002-09-01,1.8,8200,5.13,166553,4.25,0.624027687077641,30.5357319668518,108041.352248475,4.4,1.4972,"sweden"
"381",2002-10-01,1.7,12300,4.9,175301,4.25,0.1,26.14,100810.06052716,4.15,1.4931,"sweden"
"382",2002-11-01,2.3,12300,5.1,174873,4.25,0.0547752794061532,20.6303769803462,92970.6613557074,4.02,1.4932,"sweden"
"383",2002-12-01,2,12300,5.03,175429,4.25,0.368853545022448,16.692762080632,84817.0580692916,3.9,1.4658,"sweden"
"384",2003-01-01,2.1,8700,4.71,177227,4,0.8,17.6,76643.1540030861,3.58,1.4388,"sweden"
"385",2003-02-01,2.7,8900,4.55,171617,3.75,1.12918353146728,25.2179251537402,68742.8524922648,3.62,1.3765,"sweden"
"386",2003-03-01,3.3,9600,4.47,173239,3.75,1.2301877624622,35.7843308217315,61410.0568720013,3.36,1.3602,"sweden"
"387",2003-04-01,3,13000,4.62,169394,3.75,1,44.13,54938.6704774693,3.36,1.3614,"sweden"
"388",2003-05-01,2.2,13000,4.69,174987,3.5,0.421083187317305,46.5082927750633,49622.5966438427,3.37,1.3783,"sweden"
"389",2003-06-01,1.8,15200,4.19,175680,3.5,-0.182197187463832,44.8628775954049,45755.738706295,2.95,1.3111,"sweden"
"390",2003-07-01,1.6,13600,4.27,177551,3.5,-0.4,42.56,43632,2.71,1.3196,"sweden"
"391",2003-08-01,1.7,13200,4.51,176252,3,0.0235207563005329,42.206311153414,43446.1384610774,2.74,1.3611,"sweden"
"392",2003-09-01,1.6,7600,4.61,180071,2.75,0.728230617022762,43.3700847225746,44996.3304294307,2.9,1.3811,"sweden"
"393",2003-10-01,1.5,16500,4.4,179550,2.75,1.2,44.86,47981.6068459091,2.78,1.3743,"sweden"
"394",2003-11-01,1.3,14100,4.84,181226,2.75,1.08853749118427,45.6883144631324,52100.9986513622,2.94,1.3222,"sweden"
"395",2003-12-01,1.3,10800,4.88,183781,2.75,0.698904349002414,45.6815983291113,57053.5367866393,2.88,1.3318,"sweden"
"396",2004-01-01,1.3,11100,4.66,161106,2.75,0.5,44.87,62538.2521925898,2.79,1.2643,"sweden"
"397",2004-02-01,0.7,11900,4.58,164920,2.75,0.811218167851287,43.4504309940562,68254.1758100631,2.6,1.2391,"sweden"
"398",2004-03-01,-0.4,15800,4.47,164580,2.75,1.35392976474536,42.2868552943136,73900.3385799085,2.47,1.2448,"sweden"
"399",2004-04-01,-0.2,15300,4.26,171081,2.5,1.7,42.41,79175.7714429756,2.095,1.2778,"sweden"
"400",2004-05-01,0.2,15300,4.61,170014,2,1.54807131889207,44.4147763754576,83779.5053401135,2.23,1.2969,"sweden"
"401",2004-06-01,0.6,15300,4.65,168865,2,1.10389511053467,47.1528323454863,87410.5712121719,2.33,1.2839,"sweden"
"402",2004-07-01,0.4,20200,4.66,163953,2,0.7,49.04,89768,2.355,1.2503,"sweden"
"403",2004-08-01,0.6,14100,4.54,171246,2,0.58538544546934,48.895278318928,90653.6688739882,2.295,1.2452,"sweden"
"404",2004-09-01,0.5,6600,4.38,167753,2,0.674934237560402,47.1503338422599,90280.839922691,2.255,1.2623,"sweden"
"405",2004-10-01,0.5,13900,4.3,168980,2,0.8,44.64,88965.6214642036,2.29,1.2629,"sweden"
"406",2004-11-01,0.8,12400,4.22,166003,2,0.828905417749092,42.1833696080894,87024.1218166215,2.32,1.233,"sweden"
"407",2004-12-01,0.4,11500,4.03,168188,2,0.777849420705203,40.536573026215,84772.4492980401,2.19,1.1711,"sweden"
"408",2005-01-01,0.3,12800,3.9,162648,2,0.7,40.44,82526.7122265547,2.165,1.1465,"sweden"
"409",2005-02-01,0,9700,3.64,161827,2,0.639733624275033,42.2330951005661,80603.0189202607,2.04,1.1792,"sweden"
"410",2005-03-01,0.7,12600,3.75,163049,2,0.606260672211379,44.6515222010283,79317.4776972535,2.025,1.1918,"sweden"
"411",2005-04-01,0.1,13500,3.63,164924,2,0.6,46.03,78986.1968756284,2.09,1.1756,"sweden"
"412",2005-05-01,0.3,13200,3.28,172058,2,0.626974899965592,45.3453611007573,79925.2847734809,1.95,1.1954,"sweden"
"413",2005-06-01,0.1,11200,3.25,168648,2,0.715626408967799,44.1428937252274,82450.8497089063,1.83,1.2172,"sweden"
"414",2005-07-01,0.6,18600,2.99,184439,2,0.9,44.61,86879,1.545,1.2665,"sweden"
"415",2005-08-01,0.3,13500,3.05,185576,1.5,1.17829270178852,48.0006456815898,93409.9042142659,1.59,1.2945,"sweden"
"416",2005-09-01,0.6,9700,3.04,186479,1.5,1.4053077659915,51.8350510462103,101779.971916842,1.67,1.2629,"sweden"
