"","Date","Infl_d","BOT_d","Yield_d","FER_d","Int_d","PrimeRate_d","1Y_Yield","GDPG_d","CA_d","FDI_d","Country"
"527",2014-12-01,1.3,-39000,2.164,133639,NA,3.25,2.88534698485118,-97445.5468679497,43545.7503932532,0.13,"usa"
"528",2015-01-01,0.8,-45601,2.1712,130077,0.25,3.25,2.1,-103138,42670,0.25,"usa"
"529",2015-02-01,-0.1,-42447,1.6407,126603,0.25,3.25,1.20272031327113,-115878.359708486,39771.1209981702,0.18,"usa"
"530",2015-03-01,0,-37248,1.993,124717,0.25,3.25,0.551703406162565,-125357.831268437,36191.7696861631,0.22,"usa"
"531",2015-04-01,-0.1,-50566,1.9231,119270,0.25,3.25,0.6,-118295,33804,0.26,"usa"
"532",2015-05-01,-0.2,-40879,2.0317,121290,0.25,3.25,1.59431718646302,-86818.4681705129,33953.5429106358,0.24,"usa"
"533",2015-06-01,0,-43473,2.1214,119535,0.25,3.25,2.95598753864671,-44696.9058360807,35880.837528761,0.26,"usa"
"534",2015-07-01,0.1,-46287,2.3531,120333,0.25,3.25,3.9,-11109,38300,0.28,"usa"
"535",2015-08-01,0.2,-42460,2.1801,119318,0.25,3.25,3.8496405705064,-4151.43427612938,40030.4110629903,0.33,"usa"
"536",2015-09-01,0.2,-48839,2.2179,120897,0.25,3.25,3.06138347628764,-37592.8787205738,40312.5098284224,0.39,"usa"
"537",2015-10-01,0,-42484,2.0368,120218,0.25,3.25,2,-124120,38492,0.33,"usa"
"538",2015-11-01,0.2,-44610,2.1421,119267,0.25,3.25,1.08860201299285,-276419.464781075,33914.5852814268,0.34,"usa"
"539",2015-12-01,0.5,-42226,2.206,116640,0.25,3.25,0.583663741387908,-507177.939730464,25925.9693764065,0.51,"usa"
"540",2016-01-01,0.7,-43357,2.2694,117581,0.5,3.37,0.7,-829082.091514836,13871.8559886429,0.65,"usa"
"541",2016-02-01,1.4,NA,1.9209,NA,0.5,3.5,1.65242560364394,-1254818.58680086,-2902.05117816044,0.47,"usa"
"542",2016-03-01,NA,NA,1.7449,NA,NA,NA,3.65575536713453,-1797074.09225519,-25050.0484202998,0.53,"usa"
