"","Pct_Chg","Exchange","X1Y_Yield_d","X1Y_Yield_f","Int_d","Int_f","Infl_d","Infl_f","GDPG_d","GDPG_f","BOT_f","BOT_d","FER_f","lag1.Exchange","lag1.X1Y_Yield_d","lag1.X1Y_Yield_f","lag1.Infl_d","lag1.Infl_f","lag1.Int_d","lag1.Int_f","lag2.Exchange","lag2.X1Y_Yield_d","lag2.X1Y_Yield_f","lag2.Infl_d","lag2.Infl_f","lag2.Int_d","lag2.Int_f","lag3.Exchange","lag3.X1Y_Yield_d","lag3.X1Y_Yield_f","lag3.Infl_d","lag3.Infl_f","lag3.Int_d","lag3.Int_f","lag4.Exchange","lag4.X1Y_Yield_d","lag4.X1Y_Yield_f","lag4.Infl_d","lag4.Infl_f","lag4.Int_d","lag4.Int_f"
"345",0.145327310574521,1201,5.1,2.3,5.25,4.75,2.6,0.8,-78704,1437.2,1839.73,-22899,65480.1,1198.3091,4.18033156034448,2.79332777863874,2.3,0.9,5,4.75,1189.0952,3.66560820006141,3.57002403604833,2.1,0.3,5,4.75,1168.9136,3.3,4.1,2,0.6,5,4.75,1197.92,2.92621159028212,4.00469584608646,2.1,0.8,4.75,4.75
"346",0.115207523531779,1205.285,6.4675925127451,2.45268075906471,5.25,4.75,2.6,1.2,-80253.9943440746,1370.74084973977,2091.96,-23531,66214,1201,5.1,2.3,2.6,0.8,5.25,4.75,1198.3091,4.18033156034448,2.79332777863874,2.3,0.9,5,4.75,1189.0952,3.66560820006141,3.57002403604833,2.1,0.3,5,4.75,1168.9136,3.3,4.1,2,0.6,5,4.75
"347",0.0994375411542303,1176.975,7.47468439056218,2.94421526158079,5.25,4.75,2.6,1.4,-81742.4054831981,1445.99127157466,2466.54,-25224,69681.1,1205.285,6.4675925127451,2.45268075906471,2.6,1.2,5.25,4.75,1201,5.1,2.3,2.6,0.8,5.25,4.75,1198.3091,4.18033156034448,2.79332777863874,2.3,0.9,5,4.75,1189.0952,3.66560820006141,3.57002403604833,2.1,0.3,5,4.75
"348",0.067218165870766,1136.8043,7.1,3.3,5.5,4.75,2.7,1.4,-84281,1352.3,2376.73,-26337,74054.5,1176.975,7.47468439056218,2.94421526158079,2.6,1.4,5.25,4.75,1205.285,6.4675925127451,2.45268075906471,2.6,1.2,5.25,4.75,1201,5.1,2.3,2.6,0.8,5.25,4.75,1198.3091,4.18033156034448,2.79332777863874,2.3,0.9,5,4.75
"349",0.0390059151716637,1130.99,4.83068841562487,3.16369737213728,5.5,4.75,2.7,1.9,-88518.413008859,901.431941001033,-432.19,-27088,76999.8,1136.8043,7.1,3.3,2.7,1.4,5.5,4.75,1176.975,7.47468439056218,2.94421526158079,2.6,1.4,5.25,4.75,1205.285,6.4675925127451,2.45268075906471,2.6,1.2,5.25,4.75,1201,5.1,2.3,2.6,0.8,5.25,4.75
"350",0.0523049660299599,1129.7455,2.18759754407345,2.65203339726032,5.5,5,3.2,1.8,-93250.7537511507,394.816686522734,652.39,-29930,79726.8,1130.99,4.83068841562487,3.16369737213728,2.7,1.9,5.5,4.75,1136.8043,7.1,3.3,2.7,1.4,5.5,4.75,1176.975,7.47468439056218,2.94421526158079,2.6,1.4,5.25,4.75,1205.285,6.4675925127451,2.45268075906471,2.6,1.2,5.25,4.75
"351",0.101515831737715,1116.3904,1.2,2,5.75,5,3.8,2.1,-96811,256.3,217.69,-31154,83648.2,1129.7455,2.18759754407345,2.65203339726032,3.2,1.8,5.5,5,1130.99,4.83068841562487,3.16369737213728,2.7,1.9,5.5,4.75,1136.8043,7.1,3.3,2.7,1.4,5.5,4.75,1176.975,7.47468439056218,2.94421526158079,2.6,1.4,5.25,4.75
"352",0.089743137113625,1110.32,3.13187604697765,1.43327049312692,6,5,3.1,1.4,-98086.7980649339,762.212867737575,177.5,-28800,84612.9,1116.3904,1.2,2,3.8,2.1,5.75,5,1129.7455,2.18759754407345,2.65203339726032,3.2,1.8,5.5,5,1130.99,4.83068841562487,3.16369737213728,2.7,1.9,5.5,4.75,1136.8043,7.1,3.3,2.7,1.4,5.5,4.75
"353",0.0700621284903506,1119.4864,6.18603654425512,1.14024374197053,6,5,3.2,1.1,-98184.468401088,1598.82716751958,1353.39,-29813,86819.8,1110.32,3.13187604697765,1.43327049312692,3.1,1.4,6,5,1116.3904,1.2,2,3.8,2.1,5.75,5,1129.7455,2.18759754407345,2.65203339726032,3.2,1.8,5.5,5,1130.99,4.83068841562487,3.16369737213728,2.7,1.9,5.5,4.75
"354",0.0456006834028813,1117.935,7.8,1.3,6.5,5,3.7,2.2,-98765,2304.9,2073.42,-30966,90178.6,1119.4864,6.18603654425512,1.14024374197053,3.2,1.1,6,5,1110.32,3.13187604697765,1.43327049312692,3.1,1.4,6,5,1116.3904,1.2,2,3.8,2.1,5.75,5,1129.7455,2.18759754407345,2.65203339726032,3.2,1.8,5.5,5
