"","X","Date","Infl_d","BOT_d","Yield_d","FER_d","Int_d","PrimeRate_d","X1Y_Yield_d","GDPG_d","CA_d","FDI_d","Country.x","Infl_f","BOT_f","Yield_f","FER_f","Int_f","PrimeRate_f","GDPG_f","CA_f","FDI_f","Country.y","Exchange","Exchange_fut","Pct_Chg","X1Y_Yield_f"
"4414",4414,"2006-05-01",3.5,-62844,5.07,66846,4.75,7.75,4.221764774737,-195938.426898533,52384.7574720032,4.9,"usa",2.5,-4589.2,NA,181888,2.5,NA,-0.927493192265898,3.17,NA,"europe",0.814796708221299,0.772618403770378,-0.0517654330526153,1.02465212115283
"4415",4415,"2006-05-01",3.5,-62844,5.07,66846,4.75,7.75,4.221764774737,-195938.426898533,52384.7574720032,4.9,"usa",-0.1,610.64,1.91,860242,0,2.45,1980.60285214151,8212.91011276399,0.304,"japan",117.0695,107.1938,-0.0843575824617002,0.481945246656531
"4420",4420,"2006-05-01",3.5,-62844,5.07,66846,4.75,7.75,4.221764774737,-195938.426898533,52384.7574720032,4.9,"usa",2,1104.3,5.26,222890,4,5.83,-866.186209152538,2216803.90442555,95689.8602706579,"korea",952.595,1010.0667,0.0603317254447062,1.25967584608359
"4421",4421,"2006-05-01",3.5,-62844,5.07,66846,4.75,7.75,4.221764774737,-195938.426898533,52384.7574720032,4.9,"usa",2.4,3807.7,4.5,35716,NA,5.75,5074.20081889625,-607.010466802801,4.21,"canada",1.1441,1.2359,0.0802377414561665,0.807955777231677
"4423",4423,"2006-05-01",3.5,-62844,5.07,66846,4.75,7.75,4.221764774737,-195938.426898533,52384.7574720032,4.9,"usa",3.2,257.35,8.54,783102000,7,NA,-2093.89158332421,7236046.40003734,7.41762,"mexico",11.0489,11.1121,0.00572002642797022,1.88100409930909
"4425",4425,"2006-06-01",4.2,-64844,5.11,67706,4.75,7.93,2.74615667076408,-197488.680007068,61176.4672957725,5.07,"usa",2.5,-6055.6,NA,186471,2.5,NA,1.40194535991373,3.2,NA,"europe",0.783269366335083,0.787587619122627,0.00551311333385735,1.11910514225396
"4426",4426,"2006-06-01",4.2,-64844,5.11,67706,4.75,7.93,2.74615667076408,-197488.680007068,61176.4672957725,5.07,"usa",0.1,356.32,1.82,864112,0,2.5,1399.91273327329,7445.04574701873,0.557,"japan",111.7305,106.5952,-0.0459614876868894,0.506442525782488
"4431",4431,"2006-06-01",4.2,-64844,5.11,67706,4.75,7.93,2.74615667076408,-197488.680007068,61176.4672957725,5.07,"usa",2.3,1724.14,5.15,224689,4,5.89,711.157035895441,2487547.46685829,92994.332789312,"korea",940.8168,1001.8386,0.0648604489205551,0.82685604290087
"4433",4433,"2006-06-01",4.2,-64844,5.11,67706,4.75,7.93,2.74615667076408,-197488.680007068,61176.4672957725,5.07,"usa",2.8,3205.9,4.48,35685,NA,6,4409.19248431063,-239.279075038515,4.33,"canada",1.11,1.2555,0.131081081081081,0.424113659523643
"4434",4434,"2006-06-01",4.2,-64844,5.11,67706,4.75,7.93,2.74615667076408,-197488.680007068,61176.4672957725,5.07,"usa",3,-83.55,9.12,854232000,7,NA,-1594.7515584845,6849989.04703132,7.526419,"mexico",11.0908,10.9764,-0.0103148555559563,1.91493061703447
"4436",4436,"2006-07-01",4.3,-63481,5.13,67935,5,8.02,1.2,-202372,65611,5.21,"usa",2.5,-901,NA,184274,2.5,NA,3.21,3.38,NA,"europe",0.789827027880894,0.822706705059646,0.041628959276018,1.1
"4437",4437,"2006-07-01",4.3,-63481,5.13,67935,5,8.02,1.2,-202372,65611,5.21,"usa",0.5,799.74,1.91,864878,0,2.45,1080.9,6616,0.582,"japan",114.625,108.7473,-0.0512776444929117,0.4
"4442",4442,"2006-07-01",4.3,-63481,5.13,67935,5,8.02,1.2,-202372,65611,5.21,"usa",2.4,1925.34,5.2,224357,4.25,5.98,2318.6,2706790,90349.9061202868,"korea",954.45,1012.46,0.0607784587982608,0.6
"4443",4443,"2006-07-01",4.3,-63481,5.13,67935,5,8.02,1.2,-202372,65611,5.21,"usa",2.4,3472.2,4.61,35916,NA,6,4215,277,4.52,"canada",1.1137,1.2402,0.113585346143486,0.1
"4445",4445,"2006-07-01",4.3,-63481,5.13,67935,5,8.02,1.2,-202372,65611,5.21,"usa",3.18,-325.7,9.09,887612000,7,NA,-1219.04,6020390,7.567556,"mexico",11.3934,10.8197,-0.0503537135534608,1.7
"4447",4447,"2006-08-01",4.1,-66525,4.98,67559,5.25,8.25,0.1987679000617,-209600.154661754,62564.8097918089,5.11,"usa",2.4,-460.1,NA,187417,2.75,NA,3.07862529803515,3.39,NA,"europe",0.788581342165444,0.83049580599618,0.0531517315837564,0.923690780714443
"4448",4448,"2006-08-01",4.1,-66525,4.98,67559,5.25,8.25,0.1987679000617,-209600.154661754,62564.8097918089,5.11,"usa",0.3,851.11,1.92,871938,0,2.65,1294.92279856349,5986.78428584503,0.574,"japan",115.767,111.9535,-0.0329411663081879,0.138751194174783
"4453",4453,"2006-08-01",4.1,-66525,4.98,67559,5.25,8.25,0.1987679000617,-209600.154661754,62564.8097918089,5.11,"usa",2.3,3565.7,4.34,36395,NA,6,4240.36808504393,523.959191470539,4.31,"canada",1.1294,1.2229,0.0827873207012574,-0.0395734149476099
"4455",4455,"2006-08-01",4.1,-66525,4.98,67559,5.25,8.25,0.1987679000617,-209600.154661754,62564.8097918089,5.11,"usa",2.4,224.63,5.05,225716,4.25,6.1,3261.42295337966,2658621.75911923,87756.0912635822,"korea",950.81,1036.56,0.0901862622395642,0.776092736985813
"4456",4456,"2006-08-01",4.1,-66525,4.98,67559,5.25,8.25,0.1987679000617,-209600.154661754,62564.8097918089,5.11,"usa",3.06,-362.93,8.53,847504000,7,NA,-1061.71339469098,4681024.15926013,7.495886,"mexico",10.983,10.6724,-0.0282800691978513,1.19575603545268
"4458",4458,"2006-09-01",3.8,-67823,4.72,66606,5.25,8.25,-0.0874711886409842,-215579.02021689,56904.6855920486,5.01,"usa",2.3,-6298.1,NA,188999,2.75,NA,2.15085673038587,3.48,NA,"europe",0.78064012490242,0.813338755591704,0.0418869459129728,0.705384169228428
"4459",4459,"2006-09-01",3.8,-67823,4.72,66606,5.25,8.25,-0.0874711886409842,-215579.02021689,56904.6855920486,5.01,"usa",0.9,191.76,1.63,878748,0.25,2.5,1770.49043375426,5552.08328629686,0.426,"japan",115.9243,110.6065,-0.0458730395611619,-0.102668917853099
"4464",4464,"2006-09-01",3.8,-67823,4.72,66606,5.25,8.25,-0.0874711886409842,-215579.02021689,56904.6855920486,5.01,"usa",2.1,3225.4,4.11,35853,NA,6,4404.92031981288,593.037366333516,4.19,"canada",1.1182,1.2043,0.0769987479878375,-0.016653065857389
"4466",4466,"2006-09-01",3.8,-67823,4.72,66606,5.25,8.25,-0.0874711886409842,-215579.02021689,56904.6855920486,5.01,"usa",2.7,257.73,4.96,227025,4.5,6.16,3515.74618770273,2530216.76975172,85212.3992191982,"korea",960.9522,1021.6804,0.0631958592737495,1.14622171368977
"4467",4467,"2006-09-01",3.8,-67823,4.72,66606,5.25,8.25,-0.0874711886409842,-215579.02021689,56904.6855920486,5.01,"usa",3.47,-779.22,8.21,718181000,7,NA,-1087.19387858231,3237877.79032334,7.397803,"mexico",10.8735,10.6862,-0.0172253644180807,0.607035872331858
"4469",4469,"2006-10-01",2.1,-64936,4.63,66217,5.25,8.25,0.4,-216063,55495,4.91,"usa",1.7,755.7,NA,190991,3,NA,2.21,3.56,NA,"europe",0.786039930828486,0.817394147457904,0.0398888343959455,0.6
"4470",4470,"2006-10-01",2.1,-64936,4.63,66217,5.25,8.25,0.4,-216063,55495,4.91,"usa",0.6,1006.75,1.67,881273,0.25,2.3,2100.4,5240,0.408,"japan",117.2145,111.239,-0.0509791877284807,-0.0999999999999999
"4471",4471,"2006-10-01",2.1,-64936,4.63,66217,5.25,8.25,0.4,-216063,55495,4.91,"usa",0.7,4115.7,4.01,36017,NA,6,4671,703,4.11,"canada",1.1161,1.1777,0.0551921870800106,0.11
"4476",4476,"2006-10-01",2.1,-64936,4.63,66217,5.25,8.25,0.4,-216063,55495,4.91,"usa",2.5,2014.6,4.73,228224,4.5,6.13,3225.4,2609520,82718.3409871349,"korea",952.29,1029.8433,0.0814387423998992,1.4
"4479",4479,"2006-10-01",2.1,-64936,4.63,66217,5.25,8.25,0.4,-216063,55495,4.91,"usa",4.09,-1480.66,8.24,739891000,7,NA,-1227.27,2214990,7.508462,"mexico",10.9888,10.7858,-0.01847335468841,0.2
"4480",4480,"2006-11-01",1.3,-58990,4.6,65588,5.25,8.25,1.5757562176088,-208589.584084081,62691.818175576,4.99,"usa",1.6,1694.1,NA,191430,3,NA,4.44373274086605,3.7,NA,"europe",0.792581437742728,0.831808351355848,0.0494925969056734,0.710214385619031
"4482",4482,"2006-11-01",1.3,-58990,4.6,65588,5.25,8.25,1.5757562176088,-208589.584084081,62691.818175576,4.99,"usa",0.4,613.38,1.71,885554,0.25,2.35,2013.99484249342,5011.54533644848,0.548,"japan",118.609,114.8695,-0.0315279616217993,0.285272198866558
"4483",4483,"2006-11-01",1.3,-58990,4.6,65588,5.25,8.25,1.5757562176088,-208589.584084081,62691.818175576,4.99,"usa",1,2770.8,4.02,35643,NA,6,4973.14165574283,1000.69221943916,4.15,"canada",1.1285,1.1774,0.0433318564466105,0.283671215892096
"4486",4486,"2006-11-01",1.3,-58990,4.6,65588,5.25,8.25,1.5757562176088,-208589.584084081,62691.818175576,4.99,"usa",2.2,2394.19,4.91,229461,4.5,6.09,2537.66476600429,3063986.46650495,80273.4275673922,"korea",952.6429,1045.8775,0.0978694115077119,1.32113839115834
"4489",4489,"2006-11-01",1.3,-58990,4.6,65588,5.25,8.25,1.5757562176088,-208589.584084081,62691.818175576,4.99,"usa",4.29,-1317.53,7.9,740186000,7,NA,-1454.73817124519,2051903.25921845,7.413015,"mexico",10.8854,10.8354,-0.00459330846822356,0.15819398110242
"4491",4491,"2006-12-01",2,-58575,4.46,66705,5.25,8.25,2.77780215787393,-197828.609495743,72817.9755212181,4.94,"usa",1.9,3840.4,NA,194873,3.25,NA,7.65722031113537,3.7,NA,"europe",0.775915580384854,0.848248367121893,0.0932224955466959,0.929728551202697
"4492",4492,"2006-12-01",2,-58575,4.46,66705,5.25,8.25,2.77780215787393,-197828.609495743,72817.9755212181,4.94,"usa",0.3,907.96,1.66,896949,0.25,2.3,1786.80330948743,4959.36184853455,0.619,"japan",117.3205,118.454,0.00966156809764703,0.848677590074355
"4494",4494,"2006-12-01",2,-58575,4.46,66705,5.25,8.25,2.77780215787393,-197828.609495743,72817.9755212181,4.94,"usa",1.4,3555.1,3.9,36477,NA,6,5134.64475495637,1345.2777578526,4.07,"canada",1.1359,1.1815,0.040144378906594,0.455831937239247
"4497",4497,"2006-12-01",2,-58575,4.46,66705,5.25,8.25,2.77780215787393,-197828.609495743,72817.9755212181,4.94,"usa",2.1,3837.19,4.98,234257,4.5,6.04,1613.6211762566,3579111.38006076,77877.1699599701,"korea",935.4143,1040.76,0.112619296070201,1.06973858382152
"4500",4500,"2006-12-01",2,-58575,4.46,66705,5.25,8.25,2.77780215787393,-197828.609495743,72817.9755212181,4.94,"usa",4.09,-1612.2,7.7,764790000,7,NA,-1906.42626051958,2850173.49537902,7.303204,"mexico",10.9133,10.6715,-0.0221564513025391,0.334703671415879
"4502",4502,"2007-01-01",2.5,-61592,4.71,65895,5.25,8.25,3.2,-190233,77688,5,"usa",1.9,1161.5,NA,197006,3.25,NA,10.06,3.85,NA,"europe",0.757288905717531,0.843099232779698,0.113312536885591,1.1
"4503",4503,"2007-01-01",2.5,-61592,4.71,65895,5.25,8.25,3.2,-190233,77688,5,"usa",0.3,1109.66,1.68,895320,0.25,2.35,1830.9,5209,0.61,"japan",117.322,118.4624,0.00972025707028519,1.3
"4506",4506,"2007-01-01",2.5,-61592,4.71,65895,5.25,8.25,3.2,-190233,77688,5,"usa",1.7,5383.3,4.08,35063,NA,6,4951,1524,4.16,"canada",1.1532,1.1615,0.00719736385709328,0.58
"4508",4508,"2007-01-01",2.5,-61592,4.71,65895,5.25,8.25,3.2,-190233,77688,5,"usa",2.1,1257.18,5.06,238956,4.5,6.19,617.8,3719900,75529.0791648687,"korea",924.98,1022.381,0.1053006551493,0.9
"4512",4512,"2007-01-01",2.5,-61592,4.71,65895,5.25,8.25,3.2,-190233,77688,5,"usa",4.05,-1161.82,7.4,731725000,7,NA,-2760.17,4626860,7.226395,"mexico",10.8546,10.6266,-0.0210049195732685,0.5
"4513",4513,"2007-02-01",2.1,-57656,4.82,65063,5.25,8.25,2.35005908135496,-190334.397890812,71749.4730614426,5.09,"usa",1.8,-8440.2,NA,201167,3.5,NA,10.4053326273895,3.95,NA,"europe",0.769645193565766,0.824674253669801,0.0714992577931726,1.1021183434761
"4514",4514,"2007-02-01",2.1,-57656,4.82,65063,5.25,8.25,2.35005908135496,-190334.397890812,71749.4730614426,5.09,"usa",0,1.79,1.7,895383,0.25,2.4,2397.20153516653,5820.44177576845,0.542,"japan",120.4471,115.4765,-0.0412679093145456,1.42016001035899
"4516",4516,"2007-02-01",2.1,-57656,4.82,65063,5.25,8.25,2.35005908135496,-190334.397890812,71749.4730614426,5.09,"usa",1.1,4647.9,4.17,35908,NA,6,4343.25047716995,1406.42007892095,4.21,"canada",1.1763,1.1572,-0.0162373544163903,0.626370032860706
"4518",4518,"2007-02-01",2.1,-57656,4.82,65063,5.25,8.25,2.35005908135496,-190334.397890812,71749.4730614426,5.09,"usa",1.7,532.45,5.06,240229,4.5,6.32,-281.507943322728,3201481.26374988,73228.6661820879,"korea",936.7619,981.435,0.0476888524181011,0.99490925393639
"4522",4522,"2007-02-01",2.1,-57656,4.82,65063,5.25,8.25,2.35005908135496,-190334.397890812,71749.4730614426,5.09,"usa",3.98,-1677.52,7.9,748471000,7,NA,-4068.55243884678,7199158.72979199,7.547312,"mexico",10.9559,10.5422,-0.0377604760905083,0.49739396606357
"4524",4524,"2007-03-01",2.4,-58478,4.55,66082,5.25,8.25,0.991077371960094,-194979.319577917,59982.1901008566,4.96,"usa",1.8,-3215.7,NA,203762,3.5,NA,9.62137313618376,3.92,NA,"europe",0.764525993883792,0.837520938023451,0.0954773869346738,0.975701625960783
"4525",4525,"2007-03-01",2.4,-58478,4.55,66082,5.25,8.25,0.991077371960094,-194979.319577917,59982.1901008566,4.96,"usa",-0.2,961.48,1.63,905048,0.25,2.3,3091.99262459229,6591.39524549085,0.681,"japan",120.5047,117.8605,-0.02194271260789,1.27462522422235
"4529",4529,"2007-03-01",2.4,-58478,4.55,66082,5.25,8.25,0.991077371960094,-194979.319577917,59982.1901008566,4.96,"usa",2,4037.6,4.03,36310,NA,6,3734.6488085098,1191.3701207746,4.19,"canada",1.171,1.1489,-0.0188727583262169,0.63184383541892
"4531",4531,"2007-03-01",2.4,-58478,4.55,66082,5.25,8.25,0.991077371960094,-194979.319577917,59982.1901008566,4.96,"usa",2.2,818.97,4.96,242812,4.5,6.34,-900.971633469873,2339478.82111634,70975.4420116278,"korea",936.9,969.8447,0.0351635179848436,1.25260172880193
"4533",4533,"2007-03-01",2.4,-58478,4.55,66082,5.25,8.25,0.991077371960094,-194979.319577917,59982.1901008566,4.96,"usa",4.11,-398.54,7.99,770339000,7,NA,-5383.1458941542,9584812.30223466,7.537453,"mexico",10.9951,10.4842,-0.0464661531045649,0.461556849412033
"4535",4535,"2007-04-01",2.8,-61797,4.65,66551,5.25,8.25,0.2,-199093,49999,4.9,"usa",1.9,5563,NA,201392,3.5,NA,9.18,4.02,NA,"europe",0.754944889023101,0.83139341536415,0.101263717991354,0.8
"4536",4536,"2007-04-01",2.8,-61797,4.65,66551,5.25,8.25,0.2,-199093,49999,4.9,"usa",-0.1,1602.62,1.65,908958,0.5,2.2,3360.4,7254,0.629,"japan",117.26,117.2778,0.000151799420092052,1
"4541",4541,"2007-04-01",2.8,-61797,4.65,66551,5.25,8.25,0.2,-199093,49999,4.9,"usa",2.2,1090.38,4.93,243915,4.5,6.37,-1053.5,1599640,68768.9176534882,"korea",942.8841,974.7109,0.0337547318912261,1.5
"4542",4542,"2007-04-01",2.8,-61797,4.65,66551,5.25,8.25,0.2,-199093,49999,4.9,"usa",2.3,4441.1,4.11,39309,NA,6,3674,1160,4.19,"canada",1.1682,1.1573,-0.00933059407635671,0.65
"4545",4545,"2007-04-01",2.8,-61797,4.65,66551,5.25,8.25,0.2,-199093,49999,4.9,"usa",4.21,-377.64,7.56,763379000,7,NA,-6130.27,10601700,7.302834,"mexico",11.1144,10.7493,-0.0328492766141222,0.6
"4546",4546,"2007-05-01",2.6,-60514,4.63,66720,5.25,8.25,0.724007456971349,-198771.713241562,47880.5488379128,4.89,"usa",1.9,-370.6,NA,204240,3.75,NA,10.0538256384647,4.14,NA,"europe",0.740028121068601,0.814796708221299,0.101034791819441,0.644275203439536
"4547",4547,"2007-05-01",2.6,-60514,4.63,66720,5.25,8.25,0.724007456971349,-198771.713241562,47880.5488379128,4.89,"usa",0,903.05,1.63,915623,0.5,2.25,2850.50642424785,7603.42830121847,0.672,"japan",118.9324,117.0695,-0.0156635197809848,0.708161833771569
"4552",4552,"2007-05-01",2.6,-60514,4.63,66720,5.25,8.25,0.724007456971349,-198771.713241562,47880.5488379128,4.89,"usa",2.2,5570.9,4.15,40183,NA,6,4462.00458372554,1489.88672413629,4.3,"canada",1.135,1.1441,0.00801762114537435,0.715663467479895
"4553",4553,"2007-05-01",2.6,-60514,4.63,66720,5.25,8.25,0.724007456971349,-198771.713241562,47880.5488379128,4.89,"usa",2.5,347.57,5.15,247260,4.5,6.35,-608.181140861525,1336562.18219925,66608.6041076693,"korea",930.6905,952.595,0.0235357511439087,1.5992245930961
"4555",4555,"2007-05-01",2.6,-60514,4.63,66720,5.25,8.25,0.724007456971349,-198771.713241562,47880.5488379128,4.89,"usa",3.99,-759.32,7.71,759531000,7.25,NA,-5902.20318447879,9515639.22902101,7.552322,"mexico",10.9802,11.0489,0.00625671663539824,1.03000793242108
"4557",4557,"2007-06-01",2.7,-59288,4.89,66008,5.25,8.25,1.99122168761903,-194795.889970368,53578.6714827629,4.95,"usa",1.9,-705,NA,202952,3.75,NA,11.2183982552407,4.33,NA,"europe",0.739754401538689,0.783269366335083,0.0588235294117655,0.53783531532454
"4558",4558,"2007-06-01",2.7,-59288,4.89,66008,5.25,8.25,1.99122168761903,-194795.889970368,53578.6714827629,4.95,"usa",0,395.54,1.74,911137,0.5,2.25,2022.21878473598,7686.98309542798,0.768,"japan",120.7732,111.7305,-0.0748733990653555,0.412080772295514
"4563",4563,"2007-06-01",2.7,-59288,4.89,66008,5.25,8.25,1.99122168761903,-194795.889970368,53578.6714827629,4.95,"usa",2.2,5337.1,4.49,40096,NA,6,5406.94519618962,1944.31583312306,4.56,"canada",1.0951,1.11,0.0136060633732081,0.788644572936924
"4564",4564,"2007-06-01",2.7,-59288,4.89,66008,5.25,8.25,1.99122168761903,-194795.889970368,53578.6714827629,4.95,"usa",2.3,1182.96,5.32,250741,4.5,6.48,341.180172437709,1460242.96510352,64494.0123741711,"korea",927.5636,940.8168,0.0142881846592514,1.55318783430411
"4566",4566,"2007-06-01",2.7,-59288,4.89,66008,5.25,8.25,1.99122168761903,-194795.889970368,53578.6714827629,4.95,"usa",3.95,-721.9,7.55,746844000,7.25,NA,-4955.05905175252,7384199.88827491,7.500218,"mexico",10.8221,11.0908,0.0248288225021021,1.50795781982488
"4568",4568,"2007-07-01",2.7,-59520,5.03,66127,5.25,8.25,3.1,-189117,65513,4.91,"usa",1.9,5981.9,NA,205930,3.75,NA,11.15,4.39,NA,"europe",0.74510096118024,0.789827027880894,0.0600268541189476,0.5
"4569",4569,"2007-07-01",2.7,-59520,5.03,66127,5.25,8.25,3.1,-189117,65513,4.91,"usa",-0.2,1245.95,1.87,913572,0.5,2.45,1538.4,7615,0.828,"japan",122.6886,114.625,-0.0657241178071964,0.1
"4575",4575,"2007-07-01",2.7,-59520,5.03,66127,5.25,8.25,3.1,-189117,65513,4.91,"usa",2.2,3770.9,4.55,39413,NA,6,5569,2183,4.7,"canada",1.0651,1.1137,0.045629518355084,0.81
"4577",4577,"2007-07-01",2.7,-59520,5.03,66127,5.25,8.25,3.1,-189117,65513,4.91,"usa",2.5,3492.01,5.51,250702,4.5,6.42,1644.6,1769530,62424.6534529934,"korea",927.8667,954.45,0.0286499127514761,1.4
"4578",4578,"2007-07-01",2.7,-59520,5.03,66127,5.25,8.25,3.1,-189117,65513,4.91,"usa",3.98,-826.72,7.7,754968000,7.25,NA,-3710.91,5712890,7.500562,"mexico",10.833,11.3934,0.0517308224868457,1.7
"4579",4579,"2007-08-01",2.4,-59914,4.77,67029,5.25,8.25,3.37983701668557,-183300.489883682,80744.0352906097,4.85,"usa",1.8,3336,NA,212726,4,NA,8.87751296689987,4.36,NA,"europe",0.728544368352033,0.788581342165444,0.0824067502562879,0.535595657580571
"4580",4580,"2007-08-01",2.4,-59914,4.77,67029,5.25,8.25,3.37983701668557,-183300.489883682,80744.0352906097,4.85,"usa",0,681.95,1.8,923718,0.5,2.55,1843.35795302724,7493.95613046877,0.813,"japan",121.4148,115.767,-0.0465165696438985,-0.215770308408228
"4586",4586,"2007-08-01",2.4,-59914,4.77,67029,5.25,8.25,3.37983701668557,-183300.489883682,80744.0352906097,4.85,"usa",2.2,2559.8,4.53,40303,NA,6.25,4340.65711385384,1960.88487638575,4.74,"canada",1.0502,1.1294,0.0754142068177489,0.742457578701198
"4587",4587,"2007-08-01",2.4,-59914,4.77,67029,5.25,8.25,3.37983701668557,-183300.489883682,80744.0352906097,4.85,"usa",2.5,984.24,5.37,254839,4.75,6.41,3088.35472899105,2105913.34078646,60400.0383441364,"korea",918.119,950.81,0.0356064954542929,1.18967385516069
"4588",4588,"2007-08-01",2.4,-59914,4.77,67029,5.25,8.25,3.37983701668557,-183300.489883682,80744.0352906097,4.85,"usa",4.14,-694.84,7.7,777314000,7.25,NA,-2555.09556397881,5601146.57634621,7.584139,"mexico",10.8146,10.983,0.0155715421744679,1.38998171165952
"4590",4590,"2007-09-01",2,-57005,4.54,67508,5.25,8.25,3.08477661830452,-177367.713133204,90895.7535977214,4.19,"usa",1.7,-37.3,NA,212695,4,NA,5.64021902803866,4.11,NA,"europe",0.733891090562161,0.78064012490242,0.0637002341920369,0.591475631259575
"4591",4591,"2007-09-01",2,-57005,4.54,67508,5.25,8.25,3.08477661830452,-177367.713133204,90895.7535977214,4.19,"usa",-0.2,743.64,1.61,932157,0.5,2.55,2507.18038461192,7414.89459501947,0.73,"japan",116.7335,115.9243,-0.00693202893770858,-0.426652017108108
"4595",4595,"2007-09-01",2,-57005,4.54,67508,5.25,8.25,3.08477661830452,-177367.713133204,90895.7535977214,4.19,"usa",1.7,3788.6,4.43,40301,NA,6.25,2443.64448080581,1413.84802821465,4.34,"canada",1.0579,1.1182,0.0569997164193213,0.635429724685237
"4598",4598,"2007-09-01",2,-57005,4.54,67508,5.25,8.25,3.08477661830452,-177367.713133204,90895.7535977214,4.19,"usa",2,1356.08,5.56,255302,5,6.56,4203.76205483015,2481452.65180293,58419.6780476001,"korea",934.4848,960.9522,0.0283229860988643,1.01983211916682
"4599",4599,"2007-09-01",2,-57005,4.54,67508,5.25,8.25,3.08477661830452,-177367.713133204,90895.7535977214,4.19,"usa",4.03,-1061.54,7.8,784351000,7.25,NA,-1726.02382476165,6524122.58911012,7.601107,"mexico",11.0438,10.8735,-0.0154204168854922,0.832537797214387
"4601",4601,"2007-10-01",2.8,-57794,4.57,69070,5.25,8.03,2.7,-170954,86233,4.05,"usa",2.1,1772.3,NA,217614,4,NA,3.23,4.08,NA,"europe",0.718907260963336,0.786039930828486,0.0933815437824236,0.6
"4603",4603,"2007-10-01",2.8,-57794,4.57,69070,5.25,8.03,2.7,-170954,86233,4.05,"usa",-0.2,1608.67,1.68,945601,0.5,2.25,2881.4,7465,0.697,"japan",115.0435,117.2145,0.0188711226622974,-0.4
"4609",4609,"2007-10-01",2.8,-57794,4.57,69070,5.25,8.03,2.7,-170954,86233,4.05,"usa",2.3,2129.95,5.6,257294,5,6.7,4458.4,2950850,56483.0835633843,"korea",928.595,952.29,0.0255170445673301,1
"4610",4610,"2007-10-01",2.8,-57794,4.57,69070,5.25,8.03,2.7,-170954,86233,4.05,"usa",2.5,2612.9,4.34,40982,NA,6.25,932,773,4.24,"canada",1.0267,1.1161,0.0870750949644494,0.56
"4611",4611,"2007-10-01",2.8,-57794,4.57,69070,5.25,8.03,2.7,-170954,86233,4.05,"usa",3.79,-638.03,7.89,800449000,7.25,NA,-1425.37,7550900,7.659629,"mexico",11.0319,10.9888,-0.00390685194753404,0.4
"4612",4612,"2007-11-01",3.5,-56538,4.46,69626,4.5,7.74,2.54553336517527,-164224.327223711,61961.9025922408,4.04,"usa",2.6,3004.4,NA,220009,4,NA,2.76723360504693,4.12,NA,"europe",0.702592566570646,0.792581437742728,0.128081160339224,0.520749573645586
"4614",4614,"2007-11-01",3.5,-56538,4.46,69626,4.5,7.74,2.54553336517527,-164224.327223711,61961.9025922408,4.04,"usa",0.3,999.44,1.61,954484,0.5,2.45,2531.5580599395,7689.1175472768,0.658,"japan",115.8661,118.609,0.0236730156620443,-0.0598954149534735
"4618",4618,"2007-11-01",3.5,-56538,4.46,69626,4.5,7.74,2.54553336517527,-164224.327223711,61961.9025922408,4.04,"usa",2.4,3092.5,4.31,40797,NA,6.25,592.292886785045,252.499696246654,4.33,"canada",0.9754,1.1285,0.156961246668034,0.56006177327087
